step,lr,loss
2176,0.0003,3.5355
2304,0.0003,3.502
2432,0.0003,3.458
2560,0.0003,3.4297
2688,0.0003,3.4024
2816,0.0003,3.373
2944,0.0003,3.3506
3072,0.0003,3.3278
3200,0.0003,3.3055
3328,0.0003,3.2888
3456,0.0003,3.2736
3584,0.0003,3.2566
3712,0.0003,3.2426
3840,0.0003,3.2312
3968,0.0003,3.217
4096,0.0003,3.2036
4224,0.0003,3.1913
4352,0.0003,3.1819
4480,0.0003,3.1719
4608,0.0003,3.162
4736,0.0003,3.1511
4864,0.0003,3.1418
4992,0.0003,3.1338
5120,0.0003,3.1263
5248,0.0003,3.1179
5376,0.0003,3.1098
5504,0.0003,3.1019
5632,0.0003,3.0961
5760,0.0003,3.0898
5888,0.0003,3.0848
6016,0.0003,3.0777
6144,0.0003,3.073
6272,0.0003,3.0653
6400,0.0003,3.0607
6528,0.0003,3.0564
6656,0.0003,3.0491
6784,0.0003,3.0462
6912,0.0003,3.0393
7040,0.0003,3.0348
7168,0.0003,3.037
7296,0.0003,3.028
7424,0.0003,3.0236
7552,0.0003,3.0175
7680,0.0003,3.0138
7808,0.0003,3.01
7936,0.0003,3.0059
8064,0.0003,3.0031
8192,0.0003,2.999
8320,0.0003,2.9954
8448,0.0003,2.9921
8576,0.0003,2.9885
8704,0.0003,2.9854
8832,0.0003,2.9817
8960,0.0003,2.9778
9088,0.0003,2.976
9216,0.0003,2.9722
9344,0.0003,2.9695
9472,0.0003,2.9659
9600,0.0003,2.9641
9728,0.0003,2.9603
9856,0.0003,2.9584
9984,0.0003,2.9568
10112,0.0003,2.9537
10240,0.0003,2.9502
10368,0.0003,2.9484
10496,0.0003,2.9468
10624,0.0003,2.9447
10752,0.0003,2.9414
10880,0.0003,2.9396
11008,0.0003,2.937
11136,0.0003,2.934
11264,0.0003,2.9332
11392,0.0003,2.93
11520,0.0003,2.9283
11648,0.0003,2.9258
11776,0.0003,2.9255
11904,0.0003,2.9222
12032,0.0003,2.9193
