step,lr,loss
2176,0.0003,4.101
2304,0.0003,4.0418
2432,0.0003,3.9931
2560,0.0003,3.9551
2688,0.0003,3.9187
2816,0.0003,3.8864
2944,0.0003,3.8577
3072,0.0003,3.8328
3200,0.0003,3.8132
3328,0.0003,3.793
3456,0.0003,3.772
3584,0.0003,3.7562
3712,0.0003,3.741
3840,0.0003,3.7257
3968,0.0003,3.7149
4096,0.0003,3.7004
4224,0.0003,3.6922
4352,0.0003,3.6815
4480,0.0003,3.6686
4608,0.0003,3.6598
4736,0.0003,3.6522
4864,0.0003,3.6439
4992,0.0003,3.6334
5120,0.0003,3.6274
5248,0.0003,3.6186
5376,0.0003,3.6103
5504,0.0003,3.6034
5632,0.0003,3.5976
5760,0.0003,3.5921
5888,0.0003,3.5846
6016,0.0003,3.5798
6144,0.0003,3.5746
6272,0.0003,3.5688
6400,0.0003,3.5656
6528,0.0003,3.5582
6656,0.0003,3.5547
6784,0.0003,3.5497
6912,0.0003,3.5467
7040,0.0003,3.5413
7168,0.0003,3.5395
7296,0.0003,3.5347
7424,0.0003,3.5292
7552,0.0003,3.526
7680,0.0003,3.522
7808,0.0003,3.5185
7936,0.0003,3.5149
8064,0.0003,3.5125
8192,0.0003,3.5056
8320,0.0003,3.5044
8448,0.0003,3.5057
8576,0.0003,3.4976
8704,0.0003,3.4953
8832,0.0003,3.4944
8960,0.0003,3.4897
9088,0.0003,3.4892
9216,0.0003,3.483
9344,0.0003,3.483
9472,0.0003,3.4801
9600,0.0003,3.4773
9728,0.0003,3.4743
9856,0.0003,3.4728
9984,0.0003,3.4711
10112,0.0003,3.4688
10240,0.0003,3.4649
10368,0.0003,3.4637
10496,0.0003,3.4609
10624,0.0003,3.4601
10752,0.0003,3.4585
10880,0.0003,3.4543
11008,0.0003,3.4543
11136,0.0003,3.4538
11264,0.0003,3.4482
11392,0.0003,3.4471
11520,0.0003,3.4464
11648,0.0003,3.4429
11776,0.0003,3.4421
11904,0.0003,3.44
12032,0.0003,3.4388
12160,0.0003,3.4364
12288,0.0003,3.4349
12416,0.0003,3.4341
12544,0.0003,3.4321
12672,0.0003,3.4305
12800,0.0003,3.4289
12928,0.0003,3.4276
13056,0.0003,3.4263
13184,0.0003,3.4233
13312,0.0003,3.4216
13440,0.0003,3.4211
13568,0.0003,3.4199
13696,0.0003,3.4186
13824,0.0003,3.4195
13952,0.0003,3.4161
14080,0.0003,3.4141
14208,0.0003,3.4141
14336,0.0003,3.4117
14464,0.0003,3.4098
14592,0.0003,3.4098
14720,0.0003,3.4081
14848,0.0003,3.4079
14976,0.0003,3.4056
15104,0.0003,3.4043
15232,0.0003,3.404
15360,0.0003,3.4032
15488,0.0003,3.4014
15616,0.0003,3.4001
15744,0.0003,3.399
15872,0.0003,3.3988
16000,0.0003,3.3982
16128,0.0003,3.3967
16256,0.0003,3.3942
16384,0.0003,3.3932
16512,0.0003,3.3916
16640,0.0003,3.3933
16768,0.0003,3.3902
16896,0.0003,3.3902
17024,0.0003,3.3881
17152,0.0003,3.3884
17280,0.0003,3.3863
17408,0.0003,3.3856
17536,0.0003,3.3844
17664,0.0003,3.3831
17792,0.0003,3.3825
17920,0.0003,3.3836
18048,0.0003,3.3813
18176,0.0003,3.3789
18304,0.0003,3.3784
18432,0.0003,3.3773
18560,0.0003,3.3782
18688,0.0003,3.3752
18816,0.0003,3.3754
18944,0.0003,3.3748
19072,0.0003,3.3755
19200,0.0003,3.3733
19328,0.0003,3.3723
19456,0.0003,3.372
19584,0.0003,3.3723
19712,0.0003,3.37
19840,0.0003,3.3699
19968,0.0003,3.3673
20096,0.0003,3.367
20224,0.0003,3.3675
20352,0.0003,3.3669
20480,0.0003,3.3652
20608,0.0003,3.3642
20736,0.0003,3.3635
20864,0.0003,3.3629
20992,0.0003,3.3613
21120,0.0003,3.3622
21248,0.0003,3.3613
21376,0.0003,3.3607
21504,0.0003,3.362
21632,0.0003,3.3594
21760,0.0003,3.3582
21888,0.0003,3.357
22016,0.0003,3.3576
22144,0.0003,3.3568
22272,0.0003,3.3557
22400,0.0003,3.3552
22528,0.0003,3.3536
22656,0.0003,3.3542
22784,0.0003,3.3528
22912,0.0003,3.3532
23040,0.0003,3.3514
23168,0.0003,3.3508
23296,0.0003,3.3519
23424,0.0003,3.3504
23552,0.0003,3.35
23680,0.0003,3.3488
23808,0.0003,3.3487
23936,0.0003,3.3473
