step,lr,loss
2160,0.0003,3.7754
2288,0.00029999776223850705,3.7327
2416,0.00029999104902821453,3.6864
2544,0.0002999798605916789,3.6463
2672,0.0002999641972998195,3.6172
2800,0.00029994405967190616,3.5947
2928,0.0002999194483755418,3.5643
3056,0.0002998903642266409,3.5394
3184,0.00029985680818940167,3.5215
3312,0.0002998187813762746,3.5018
3440,0.00029977628504792545,3.4816
3568,0.0002997293206131934,3.466
3696,0.00029967788962904457,3.4534
3824,0.00029962199380051993,3.4395
3952,0.00029956163498067926,3.4224
4080,0.0002994968151705396,3.4137
4208,0.00029942753651900853,3.4013
4336,0.0002993538013228136,3.3916
4464,0.00029927561202642563,3.3804
4592,0.00029919297122197783,3.3679
4720,0.0002991058816491801,3.3609
4848,0.0002990143461952278,3.3506
4976,0.0002989183678947063,3.3409
5104,0.0002988179499294904,3.3343
5232,0.0002987130956286387,3.327
5360,0.0002986038084682833,3.3193
5488,0.0002984900920715145,3.3107
5616,0.0002983719502082609,3.305
5744,0.0002982493867951641,3.2982
5872,0.0002981224058954491,3.2922
6000,0.00029799101171878946,3.2894
6128,0.00029785520862116784,3.2801
6256,0.00029771500110473153,3.2748
6384,0.0002975703938176433,3.2699
6512,0.0002974213915539271,3.2656
6640,0.00029726799925330915,3.2596
6768,0.0002971102220010546,3.2535
6896,0.0002969480650277982,3.2499
7024,0.0002967815337093716,3.2454
7152,0.0002966106335666248,3.2415
7280,0.00029643537026524306,3.2359
7408,0.00029625574961555923,3.2335
7536,0.00029607177757236106,3.2302
7664,0.00029588346023469377,3.2236
7792,0.000295690803845658,3.2212
7920,0.0002954938147922025,3.2159
8048,0.0002952924996049128,3.2128
8176,0.00029508686495779437,3.21
8304,0.0002948769176680517,3.2061
8432,0.0002946626646958619,3.2027
8560,0.00029444411314414427,3.1991
8688,0.0002942212702583246,3.1967
8816,0.00029399414342609533,3.1924
8944,0.00029376274017717014,3.1894
9072,0.0002935270681830346,3.1856
9200,0.00029328713525669195,3.1832
9328,0.00029304294935240385,3.1798
9456,0.0002927945185654268,3.1774
9584,0.0002925418511317437,3.1753
9712,0.000292284955427791,3.1715
9840,0.0002920238399701807,3.1701
9968,0.0002917585134154182,3.1686
10096,0.0002914889845596154,3.1661
10224,0.00029121526233819874,3.1625
10352,0.00029093735582561345,3.1598
10480,0.0002906552742350224,3.1567
10608,0.0002903690269180007,3.1565
10736,0.00029007862336422584,3.1537
10864,0.0002897840732011626,3.1501
10992,0.00028948538619374476,3.1481
11120,0.00028918257224405045,3.1462
11248,0.0002888756413909744,3.1439
11376,0.0002885646038098952,3.1424
11504,0.0002882494698123375,3.1393
11632,0.00028793024984563056,3.1373
11760,0.00028760695449256185,3.1361
11888,0.00028727959447102594,3.1336
12016,0.0002869481806336696,3.1315
12144,0.0002866127239675317,3.1292
12272,0.000286273235593679,3.1283
12400,0.00028592972676683766,3.1257
12528,0.0002855822088750198,3.1257
12656,0.0002852306934391463,3.1233
12784,0.0002848751921126647,3.1215
12912,0.00028451571668116287,3.119
13040,0.00028415227906197814,3.1165
13168,0.00028378489130380255,3.1157
13296,0.00028341356558628326,3.1138
13424,0.0002830383142196186,3.1121
13552,0.00028265914964415014,3.1105
13680,0.00028227608442995037,3.1091
13808,0.00028188913127640566,3.1084
13936,0.0002814983030117956,3.1068
14064,0.0002811036125928674,3.1045
14192,0.00028070507310440655,3.1038
14320,0.000280302697758803,3.1017
14448,0.00027989649989561315,3.0999
14576,0.0002794864929811175,3.099
14704,0.00027907269060787433,3.0972
14832,0.0002786551064942691,3.0973
14960,0.0002782337544840596,3.0954
15088,0.000277808648545917,3.094
15216,0.0002773798027729627,3.0922
15344,0.0002769472313823013,3.0916
15472,0.000276510948714549,3.0905
15600,0.00027607096923335867,3.0878
15728,0.0002756273075249396,3.0862
15856,0.0002751799782975747,3.0859
15984,0.00027472899638113224,3.084
16112,0.0002742743767265749,3.0829
16240,0.00027381613440546334,3.0811
16368,0.00027335428460945727,3.0802
16496,0.00027288884264981125,3.0789
16624,0.00027241982395686745,3.0774
16752,0.00027194724407954393,3.0779
16880,0.0002714711186848192,3.0755
17008,0.000270991463557213,3.0738
17136,0.0002705082945982627,3.0729
17264,0.0002700216278259962,3.071
17392,0.0002695314793744012,3.0714
17520,0.00026903786549289,3.0699
17648,0.00026854080254576086,3.0696
17776,0.00026804030701165567,3.0672
17904,0.00026753639548301344,3.0666
18032,0.0002670290846655202,3.0646
18160,0.0002665183913775555,3.0634
18288,0.0002660043325496345,3.0628
18416,0.0002654869252238468,3.0618
18544,0.0002649661865532916,3.0604
18672,0.0002644421338015087,3.0596
18800,0.00026391478434190666,3.0589
18928,0.0002633841556571862,3.0569
19056,0.0002628502653387615,3.057
19184,0.000262313131086176,3.0561
19312,0.00026177277070651636,3.0554
19440,0.0002612292021138219,3.0533
19568,0.0002606824433284906,3.0535
19696,0.0002601325124766818,3.0516
19824,0.00025957942778971523,3.0501
19952,0.0002590232076034667,3.0496
20080,0.0002584638703577601,3.0496
20208,0.0002579014345957562,3.0496
20336,0.0002573359189633378,3.0474
20464,0.0002567673422084917,3.0474
20592,0.00025619572318068696,3.0457
20720,0.00025562108083025035,3.0448
20848,0.00025504343420773774,3.0436
20976,0.0002544628024633026,3.0448
21104,0.0002538792048460616,3.0422
21232,0.0002532926607034557,3.0423
21360,0.0002527031894806093,3.04
21488,0.0002521108107196855,3.0401
21616,0.00025151554405923794,3.038
21744,0.0002509174092335603,3.0381
21872,0.0002503164260720314,3.0371
22000,0.0002497126144984583,3.0355
22128,0.0002491059945304158,3.0352
22256,0.00024849658627858234,3.0346
22384,0.0002478844099460738,3.0341
22512,0.0002472694858277735,3.0329
22640,0.00024665183430965947,3.0316
22768,0.0002460314758681284,3.0308
22896,0.0002454084310693172,3.0298
23024,0.00024478272056842066,3.0298
23152,0.00024415436510900727,3.0289
23280,0.00024352338552233104,3.0277
23408,0.0002428898027266412,3.0267
23536,0.00024225363772648861,3.0256
23664,0.00024161491161202948,3.0249
23792,0.00024097364555832602,3.025
23920,0.00024032986082464465,3.0239
24048,0.00023968357875375114,3.0234
24176,0.00023903482077120288,3.0219
24304,0.00023838360838463897,3.0217
24432,0.00023772996318306678,3.0214
24560,0.00023707390683614656,3.0198
24688,0.0002364154610934728,3.0195
24816,0.00023575464778385327,3.0185
24944,0.0002350914888145855,3.017
25072,0.0002344260061707303,3.0165
25200,0.00023375822191438298,3.0157
25328,0.00023308815818394197,3.0148
25456,0.00023241583719337488,3.0145
25584,0.00023174128123148207,3.0131
25712,0.00023106451266115773,3.0129
25840,0.00023038555391864844,3.0125
25968,0.00022970442751280945,3.0107
26096,0.00022902115602435843,3.0103
26224,0.0002283357621051269,3.0098
26352,0.0002276482684773092,3.0089
26480,0.00022695869793270932,3.0087
26608,0.0002262670733319852,3.0079
26736,0.00022557341760389088,3.0071
26864,0.0002248777537445164,3.0084
26992,0.0002241801048165254,3.0054
27120,0.00022348049394839065,3.0049
27248,0.00022277894433362703,3.0042
27376,0.00022207547923002292,3.0053
27504,0.00022137012195886898,3.0039
27632,0.00022066289590418512,3.0031
27760,0.00021995382451194507,3.0022
27888,0.00021924293128929937,3.0009
28016,0.0002185302398037958,3.0004
28144,0.00021781577368259835,2.9991
28272,0.00021709955661170356,2.9989
28400,0.00021638161233515567,2.9982
28528,0.00021566196465425922,2.9976
28656,0.00021494063742679,2.9974
28784,0.0002142176545662042,2.9957
28912,0.0002134930400408457,2.9958
29040,0.00021276681787315118,2.9946
29168,0.00021203901213885404,2.994
29296,0.00021130964696618607,2.9932
29424,0.0002105787465350776,2.9934
29552,0.00020984633507635593,2.992
29680,0.0002091124368709419,2.9913
29808,0.00020837707624904504,2.9928
29936,0.00020764027758935697,2.9907
30064,0.00020690206531824316,2.9901
30192,0.00020616246390893313,2.9892
30320,0.00020542149788070916,2.9881
30448,0.00020467919179809342,2.9874
30576,0.00020393557027003365,2.9877
30704,0.00020319065794908707,2.9861
30832,0.00020244447953060346,2.9857
30960,0.00020169705975190625,2.9854
31088,0.00020094842339147254,2.9842
31216,0.0002001985952681114,2.984
31344,0.00019944760024014145,2.9835
31472,0.00019869546320456643,2.9832
31600,0.00019794220909624994,2.9821
31728,0.00019718786288708894,2.9824
31856,0.0001964324495851856,2.981
31984,0.00019567599423401836,2.9806
32112,0.00019491852191161178,2.9804
32240,0.0001941600577297051,2.9792
32368,0.0001934006268329196,2.9786
32496,0.00019264025439792514,2.9788
32624,0.0001918789656326056,2.978
32752,0.00019111678577522285,2.9775
32880,0.00019035374009358045,2.9763
33008,0.00018958985388418565,2.9759
33136,0.0001888251524714111,2.9753
33264,0.0001880596612066548,2.9747
33392,0.00018729340546750018,2.9736
33520,0.00018652641065687443,2.9734
33648,0.00018575870220220644,2.9724
33776,0.00018499030555458392,2.9723
33904,0.00018422124618790953,2.9726
34032,0.00018345154959805636,2.9713
34160,0.00018268124130202282,2.9715
34288,0.00018191034683708653,2.9712
34416,0.00018113889175995794,2.9705
34544,0.00018036690164593272,2.9688
34672,0.00017959440208804427,2.9681
34800,0.00017882141869621503,2.968
34928,0.00017804797709640744,2.9675
35056,0.00017727410292977456,2.9667
35184,0.00017649982185180988,2.9665
35312,0.00017572515953149682,2.9654
35440,0.00017495014165045777,2.965
35568,0.00017417479390210267,2.964
35696,0.00017339914199077715,2.9641
35824,0.00017262321163091058,2.9636
35952,0.00017184702854616346,2.9626
36080,0.0001710706184685745,2.9624
36208,0.0001702940071377078,2.9616
36336,0.00016951722029979942,2.9624
36464,0.00016874028370690371,2.9607
36592,0.00016796322311603986,2.9604
36720,0.0001671860642883377,2.96
36848,0.00016640883298818388,2.959
