model_class,config,feature_set,step_template,ridge_alpha,event_shrink,step_shrink,residual_clip,train_full_mae,validation_full_mae,validation_tail_mae,validation_last2048_mae,validation_full_tail_score,validation_endpoint_abs_diff,step_smoothing,step_rolling_window,selected_by_811_full,selected_by_811_full_plus_tail
event_decay_only,linear_endpoint_ridge10_shrink1_clip0.25,linear_endpoint,none,10.0,1.0,,0.25,0.032285113946763234,0.033587456317274014,0.03502293359466689,0.03363392668432613,0.034027393573902304,0.0642933537881003,,,False,False
event_decay_only,linear_endpoint_ridge1_shrink0.5_clip0.15,linear_endpoint,none,1.0,0.5,,0.15,0.03229106479206557,0.03368565981694602,0.034479342953179025,0.03297254449576617,0.03378114169357995,0.06151549362282749,,,False,False
event_decay_only,linear_endpoint_ridge1_shrink0.5_clip0.25,linear_endpoint,none,1.0,0.5,,0.25,0.03229106479206557,0.03368565981694602,0.034479342953179025,0.03297254449576617,0.03378114169357995,0.06151549362282749,,,False,False
event_decay_only,linear_endpoint_ridge10_shrink0.25_clip0.15,linear_endpoint,none,10.0,0.25,,0.15,0.03231304320606484,0.03415504993032332,0.035054919857143166,0.032592597254987477,0.034112520373302105,0.05983246225725436,,,False,False
event_decay_only,linear_endpoint_ridge10_shrink0.25_clip0.25,linear_endpoint,none,10.0,0.25,,0.25,0.03231304320606484,0.03415504993032332,0.035054919857143166,0.032592597254987477,0.034112520373302105,0.05983246225725436,,,False,False
event_decay_only,drop_impulse_ridge10_shrink0.25_clip0.15,drop_impulse,none,10.0,0.25,,0.15,0.03233652512157309,0.03475327968122091,0.03717394867330469,0.0338941217144529,0.03530764878549244,0.0582437863760914,,,False,False
event_decay_only,drop_impulse_ridge10_shrink0.25_clip0.25,drop_impulse,none,10.0,0.25,,0.25,0.03233652512157309,0.03479419182540719,0.037372464869247175,0.03405485820270773,0.0354198070140193,0.0582437863760914,,,False,False
event_decay_only,linear_endpoint_ridge10_shrink1.25_clip0.15,linear_endpoint,none,10.0,1.25,,0.15,0.03229181195749782,0.03481881992863997,0.03531061823173085,0.03415453235109369,0.03483350190405798,0.06577864850491855,,,False,False
event_decay_only,linear_endpoint_ridge10_shrink1.25_clip0.25,linear_endpoint,none,10.0,1.25,,0.25,0.03229181195749782,0.03481881992863997,0.03531061823173085,0.03415453235109369,0.03483350190405798,0.06577864850491855,,,False,False
event_decay_only,event_tail_interactions_ridge1_shrink0.25_clip0.15,event_tail_interactions,none,1.0,0.25,,0.15,0.032311919143511496,0.03578783049718505,0.034433879142601355,0.033495572281579275,0.03492319344768879,0.06251495155640452,,,False,False
event_decay_only,event_tail_interactions_ridge1_shrink0.25_clip0.25,event_tail_interactions,none,1.0,0.25,,0.25,0.032311919143511496,0.03578783049718505,0.034433879142601355,0.033495572281579275,0.03492319344768879,0.06251495155640452,,,False,False
