coordinate,coordinate_group,config,target_schedule,window,n,residual_mae,residual_rmse,residual_corr,residual_spearman,sign_agreement,signed_bias,true_residual_std,pred_residual_std,step_residual_mae,step_residual_corr,step_sign_agreement,residual_mae_gap_vs_step,residual_corr_gap_vs_step,sign_agreement_gap_vs_step
softsign_lr_time_hl512_epslr_1e-04,sujianlin_softsign,interp_roll501_shrink0.75_clip0.15,811,full,16454,0.012563809117495366,0.015837060123199284,-0.03952062864020717,-0.06278570195844303,0.5142214659049471,0.00446663826967897,0.015128034008658621,0.0009388969255980563,0.005788640016143278,0.9212859972593567,0.8513431384465784,0.006775169101352088,-0.9608066258995638,-0.3371216725416313
softsign_lr_time_hl64_epslr_1e-04,sujianlin_softsign,interp_roll501_shrink0.5_clip0.15,811,full,16454,0.012584513555379205,0.01586725315515774,-0.06910815037010634,-0.10289679759346863,0.5088732223167619,0.004607285134925047,0.015128034008658621,0.0006213354388795119,0.005788640016143278,0.9212859972593567,0.8513431384465784,0.006795873539235927,-0.990394147629463,-0.3424699161298165
s1_ratio,control_s1,interp_roll501_shrink0.5_clip0.15,811,full,16454,0.012594965961781661,0.01588017973430361,-0.10404007305574244,-0.13527464620188598,0.5050443661115838,0.004570545565698238,0.015128034008658621,0.0006419388765705397,0.005788640016143278,0.9212859972593567,0.8513431384465784,0.006806325945638383,-1.025326070315099,-0.3462987723349946
effective_update_hl512_epslr2_1e-08,sujianlin_update_rms,interp_roll501_shrink0.5_clip0.15,811,full,16454,0.012611873575972685,0.015901061521992655,-0.11243284314396894,-0.15554189994930473,0.49659657226206394,0.00463023763294963,0.015128034008658621,0.0006315493878412608,0.005788640016143278,0.9212859972593567,0.8513431384465784,0.006823233559829407,-1.0337188404033255,-0.35474656618451444
softsign_lr_time_hl512_epslr_1e-05,sujianlin_softsign,interp_roll501_shrink0.5_clip0.15,811,full,16454,0.012617829911210788,0.0159063659242392,-0.11656157491307498,-0.15772515688440378,0.49392245046797134,0.00464216499714209,0.015128034008658621,0.000627209450196263,0.005788640016143278,0.9212859972593567,0.8513431384465784,0.00682918989506751,-1.0378475721724316,-0.35742068797860704
effective_update_hl64_epslr2_1e-08,sujianlin_update_rms,interp_roll501_shrink0.5_clip0.15,811,full,16454,0.012622198302985105,0.015917887167307413,-0.12702513521737638,-0.16405141273787707,0.47957943357238364,0.004659626548824553,0.015128034008658621,0.000628320569975202,0.005788640016143278,0.9212859972593567,0.8513431384465784,0.006833558286841827,-1.0483111324767331,-0.37176370487419474
effective_update_hl512_epslr2_1e-10,sujianlin_update_rms,interp_roll501_shrink0.5_clip0.15,811,full,16454,0.012624741741423572,0.01591775292169233,-0.12925455261979393,-0.16799305886704463,0.477756168712775,0.004655635109783402,0.015128034008658621,0.0006264863270889287,0.005788640016143278,0.9212859972593567,0.8513431384465784,0.006836101725280294,-1.0505405498791507,-0.3735869697338034
effective_update_hl512_epslr2_1e-12,sujianlin_update_rms,interp_roll501_shrink0.5_clip0.15,811,full,16454,0.012624976726010853,0.015917698669058882,-0.1290368326187653,-0.16792685763469162,0.47745229123617355,0.004655934914574764,0.015128034008658621,0.0006264103290999722,0.005788640016143278,0.9212859972593567,0.8513431384465784,0.0068363367098675755,-1.050322829878122,-0.37389084721040483
effective_update_hl512_epslr2_0,sujianlin_update_rms,interp_roll501_shrink0.5_clip0.15,811,full,16454,0.012624978226544572,0.01591769429999892,-0.1290287769494428,-0.16792625211226617,0.47757384222681415,0.004655935917716922,0.015128034008658621,0.0006264111522817213,0.005788640016143278,0.9212859972593567,0.8513431384465784,0.006836338210401294,-1.0503147742087995,-0.37376929621976424
softsign_lr_time_hl512_epslr_0,sujianlin_softsign,interp_roll501_shrink0.5_clip0.15,811,full,16454,0.012624978226544572,0.01591769429999892,-0.1290287769494428,-0.16792625211226617,0.47757384222681415,0.004655935917716922,0.015128034008658621,0.0006264111522817213,0.005788640016143278,0.9212859972593567,0.8513431384465784,0.006836338210401294,-1.0503147742087995,-0.37376929621976424
softsign_lr_time_hl64_epslr_1e-05,sujianlin_softsign,interp_roll501_shrink0.5_clip0.15,811,full,16454,0.012625261117164896,0.01592061030512287,-0.12676039727954688,-0.16187089847152442,0.4772699647502127,0.004670116693376117,0.015128034008658621,0.0006271150525867079,0.005788640016143278,0.9212859972593567,0.8513431384465784,0.006836621101021618,-1.0480463945389036,-0.37407317369636567
effective_update_hl64_epslr2_1e-10,sujianlin_update_rms,interp_roll501_shrink0.5_clip0.15,811,full,16454,0.012626860997541903,0.01592215802137839,-0.1252636683966057,-0.16010877185042774,0.4750820469186824,0.004679636214451618,0.015128034008658621,0.0006248693804926623,0.005788640016143278,0.9212859972593567,0.8513431384465784,0.0068382209813986254,-1.0465496656559623,-0.376261091527896
effective_update_hl64_epslr2_0,sujianlin_update_rms,interp_roll501_shrink0.5_clip0.15,811,full,16454,0.012626941034879118,0.015922317748498685,-0.1254224054016918,-0.1603538118547431,0.47568980187188525,0.004679905912171533,0.015128034008658621,0.0006247823704600387,0.005788640016143278,0.9212859972593567,0.8513431384465784,0.00683830101873584,-1.0467084026610485,-0.37565333657469313
softsign_lr_time_hl64_epslr_0,sujianlin_softsign,interp_roll501_shrink0.5_clip0.15,811,full,16454,0.012626941034879118,0.015922317748498685,-0.1254224054016918,-0.1603538118547431,0.47568980187188525,0.004679905912171533,0.015128034008658621,0.0006247823704600387,0.005788640016143278,0.9212859972593567,0.8513431384465784,0.00683830101873584,-1.0467084026610485,-0.37565333657469313
effective_update_hl64_epslr2_1e-12,sujianlin_update_rms,interp_roll501_shrink0.5_clip0.15,811,full,16454,0.012626941465059594,0.015922315993086255,-0.12542062799324494,-0.1603464992440444,0.47581135286252585,0.004679902898040577,0.015128034008658621,0.000624783542156436,0.005788640016143278,0.9212859972593567,0.8513431384465784,0.006838301448916316,-1.0467066252526016,-0.37553178558405254
step_abs,control_step,interp_raw_shrink1_clip0.15,811,last_2048_sampled,2048,0.003590063828403988,0.004163042224100134,0.9851320918229316,0.9835434717006317,0.91357421875,-0.003262844500789562,0.015046788445886864,0.014872590258317556,0.003590063828403988,0.9851320918229316,0.91357421875,0.0,0.0,0.0
softsign_lr_time_hl64_epslr_1e-04,sujianlin_softsign,interp_roll501_shrink0.5_clip0.15,811,last_2048_sampled,2048,0.0122254679210766,0.015209690750415434,,,0.44921875,-0.002220101391377961,0.015046788445886864,2.168404344971009e-19,0.003590063828403988,0.9851320918229316,0.91357421875,0.008635404092672612,,-0.46435546875
effective_update_hl512_epslr2_1e-08,sujianlin_update_rms,interp_roll501_shrink0.5_clip0.15,811,last_2048_sampled,2048,0.012227691585631854,0.015210168997142708,0.13248143100413354,0.13067945601346115,0.44921875,-0.002397387656179928,0.015046788445886864,0.0002130677492919338,0.003590063828403988,0.9851320918229316,0.91357421875,0.008637627757227866,-0.852650660818798,-0.46435546875
effective_update_hl64_epslr2_1e-08,sujianlin_update_rms,interp_roll501_shrink0.5_clip0.15,811,last_2048_sampled,2048,0.01223653836177712,0.015217822841045364,0.08337462924684728,0.09024455334748378,0.44921875,-0.0023670191560697085,0.015046788445886864,0.0001833849100042153,0.003590063828403988,0.9851320918229316,0.91357421875,0.008646474533373132,-0.9017574625760844,-0.46435546875
softsign_lr_time_hl64_epslr_1e-05,sujianlin_softsign,interp_roll501_shrink0.5_clip0.15,811,last_2048_sampled,2048,0.012248182490277211,0.015232546572857083,0.005892316651012784,0.01849268098272729,0.44921875,-0.0023709844098290054,0.015046788445886864,0.00019318872214100713,0.003590063828403988,0.9851320918229316,0.91357421875,0.008658118661873222,-0.9792397751719188,-0.46435546875
effective_update_hl64_epslr2_1e-10,sujianlin_update_rms,interp_roll501_shrink0.5_clip0.15,811,last_2048_sampled,2048,0.01225318026560598,0.015238386574366216,-0.04239593300865803,-0.039384869469820144,0.44921875,-0.00233382209104589,0.015046788445886864,0.00023546307026798085,0.003590063828403988,0.9851320918229316,0.91357421875,0.008663116437201992,-1.0275280248315897,-0.46435546875
effective_update_hl64_epslr2_0,sujianlin_update_rms,interp_roll501_shrink0.5_clip0.15,811,last_2048_sampled,2048,0.012254502665104153,0.01523990726532381,-0.049367631280455605,-0.04871447614478497,0.44921875,-0.0023328062957318606,0.015046788445886864,0.00023632515018194702,0.003590063828403988,0.9851320918229316,0.91357421875,0.008664438836700164,-1.0344997231033872,-0.46435546875
softsign_lr_time_hl64_epslr_0,sujianlin_softsign,interp_roll501_shrink0.5_clip0.15,811,last_2048_sampled,2048,0.012254502665104153,0.01523990726532381,-0.049367631280455605,-0.04871447614478497,0.44921875,-0.0023328062957318606,0.015046788445886864,0.00023632515018194702,0.003590063828403988,0.9851320918229316,0.91357421875,0.008664438836700164,-1.0344997231033872,-0.46435546875
effective_update_hl64_epslr2_1e-12,sujianlin_update_rms,interp_roll501_shrink0.5_clip0.15,811,last_2048_sampled,2048,0.012254507549572798,0.01523990456718753,-0.04935069463785938,-0.0486696008214893,0.44921875,-0.002332819561097667,0.015046788445886864,0.000236313055477846,0.003590063828403988,0.9851320918229316,0.91357421875,0.00866444372116881,-1.034482786460791,-0.46435546875
softsign_lr_time_hl512_epslr_1e-05,sujianlin_softsign,interp_roll501_shrink0.5_clip0.15,811,last_2048_sampled,2048,0.01225586182946457,0.015238530535114385,0.013319093503755952,0.025031411643863626,0.44921875,-0.0024180096023796206,0.015046788445886864,0.00018133347694023976,0.003590063828403988,0.9851320918229316,0.91357421875,0.008665798001060581,-0.9718129983191757,-0.46435546875
s1_ratio,control_s1,interp_roll501_shrink0.5_clip0.15,811,last_2048_sampled,2048,0.012255941229084123,0.015236942417423339,0.019584664830147067,0.03212597195454764,0.44921875,-0.0024159773223458745,0.015046788445886864,0.0002026792711550604,0.003590063828403988,0.9851320918229316,0.91357421875,0.008665877400680134,-0.9655474269927845,-0.46435546875
effective_update_hl512_epslr2_1e-10,sujianlin_update_rms,interp_roll501_shrink0.5_clip0.15,811,last_2048_sampled,2048,0.012258119515735135,0.01524740635905546,-0.04093218472510981,-0.024061740990547184,0.44921875,-0.002411355949405218,0.015046788445886864,0.00018550764178847155,0.003590063828403988,0.9851320918229316,0.91357421875,0.008668055687331148,-1.0260642765480414,-0.46435546875
effective_update_hl512_epslr2_1e-12,sujianlin_update_rms,interp_roll501_shrink0.5_clip0.15,811,last_2048_sampled,2048,0.012258518106956749,0.015246947841683513,-0.03867998585227924,-0.027460381416471346,0.44921875,-0.0024111052870376916,0.015046788445886864,0.00018537715667733774,0.003590063828403988,0.9851320918229316,0.91357421875,0.00866845427855276,-1.0238120776752109,-0.46435546875
effective_update_hl512_epslr2_0,sujianlin_update_rms,interp_roll501_shrink0.5_clip0.15,811,last_2048_sampled,2048,0.012258524186094587,0.015246922843989173,-0.038542419074278494,-0.027277580446620094,0.44921875,-0.0024111093256442367,0.015046788445886864,0.0001853678056113941,0.003590063828403988,0.9851320918229316,0.91357421875,0.008668460357690599,-1.02367451089721,-0.46435546875
softsign_lr_time_hl512_epslr_0,sujianlin_softsign,interp_roll501_shrink0.5_clip0.15,811,last_2048_sampled,2048,0.012258524186094587,0.015246922843989173,-0.038542419074278494,-0.027277580446620094,0.44921875,-0.0024111093256442367,0.015046788445886864,0.0001853678056113941,0.003590063828403988,0.9851320918229316,0.91357421875,0.008668460357690599,-1.02367451089721,-0.46435546875
softsign_lr_time_hl512_epslr_1e-04,sujianlin_softsign,interp_roll501_shrink0.75_clip0.15,811,last_2048_sampled,2048,0.012280475463133975,0.015268413463645488,,,0.44921875,-0.002592027615893849,0.015046788445886864,2.168404344971009e-19,0.003590063828403988,0.9851320918229316,0.91357421875,0.008690411634729986,,-0.46435546875
effective_update_hl4096_epslr2_0,sujianlin_update_rms,interp_roll501_shrink1_clip0.15,811,last_2048_sampled,2048,0.012342579346244633,0.015335933779961168,,,0.44921875,-0.0029639538404097375,0.015046788445886864,4.336808689942018e-19,0.003590063828403988,0.9851320918229316,0.91357421875,0.008752515517840644,,-0.46435546875
effective_update_hl4096_epslr2_1e-06,sujianlin_update_rms,interp_roll501_shrink1_clip0.15,811,last_2048_sampled,2048,0.012342579346244633,0.015335933779961168,,,0.44921875,-0.0029639538404097375,0.015046788445886864,4.336808689942018e-19,0.003590063828403988,0.9851320918229316,0.91357421875,0.008752515517840644,,-0.46435546875
effective_update_hl4096_epslr2_1e-08,sujianlin_update_rms,interp_roll501_shrink1_clip0.15,811,last_2048_sampled,2048,0.012342579346244633,0.015335933779961168,,,0.44921875,-0.0029639538404097375,0.015046788445886864,4.336808689942018e-19,0.003590063828403988,0.9851320918229316,0.91357421875,0.008752515517840644,,-0.46435546875
effective_update_hl4096_epslr2_1e-10,sujianlin_update_rms,interp_roll501_shrink1_clip0.15,811,last_2048_sampled,2048,0.012342579346244633,0.015335933779961168,,,0.44921875,-0.0029639538404097375,0.015046788445886864,4.336808689942018e-19,0.003590063828403988,0.9851320918229316,0.91357421875,0.008752515517840644,,-0.46435546875
effective_update_hl4096_epslr2_1e-12,sujianlin_update_rms,interp_roll501_shrink1_clip0.15,811,last_2048_sampled,2048,0.012342579346244633,0.015335933779961168,,,0.44921875,-0.0029639538404097375,0.015046788445886864,4.336808689942018e-19,0.003590063828403988,0.9851320918229316,0.91357421875,0.008752515517840644,,-0.46435546875
effective_update_hl512_epslr2_1e-06,sujianlin_update_rms,interp_roll501_shrink1_clip0.15,811,last_2048_sampled,2048,0.012342579346244633,0.015335933779961168,,,0.44921875,-0.0029639538404097375,0.015046788445886864,4.336808689942018e-19,0.003590063828403988,0.9851320918229316,0.91357421875,0.008752515517840644,,-0.46435546875
effective_update_hl64_epslr2_1e-06,sujianlin_update_rms,interp_roll501_shrink1_clip0.15,811,last_2048_sampled,2048,0.012342579346244633,0.015335933779961168,,,0.44921875,-0.0029639538404097375,0.015046788445886864,4.336808689942018e-19,0.003590063828403988,0.9851320918229316,0.91357421875,0.008752515517840644,,-0.46435546875
noise_ratio_eps1e-02,sujianlin_noise,interp_roll501_shrink1_clip0.15,811,last_2048_sampled,2048,0.012342579346244633,0.015335933779961168,,,0.44921875,-0.0029639538404097375,0.015046788445886864,4.336808689942018e-19,0.003590063828403988,0.9851320918229316,0.91357421875,0.008752515517840644,,-0.46435546875
noise_ratio_eps1e-04,sujianlin_noise,interp_roll501_shrink1_clip0.15,811,last_2048_sampled,2048,0.012342579346244633,0.015335933779961168,,,0.44921875,-0.0029639538404097375,0.015046788445886864,4.336808689942018e-19,0.003590063828403988,0.9851320918229316,0.91357421875,0.008752515517840644,,-0.46435546875
noise_ratio_eps1e-12,sujianlin_noise,interp_roll501_shrink1_clip0.15,811,last_2048_sampled,2048,0.012342579346244633,0.015335933779961168,,,0.44921875,-0.0029639538404097375,0.015046788445886864,4.336808689942018e-19,0.003590063828403988,0.9851320918229316,0.91357421875,0.008752515517840644,,-0.46435546875
noise_ratio_eps1e00,sujianlin_noise,interp_roll501_shrink1_clip0.15,811,last_2048_sampled,2048,0.012342579346244633,0.015335933779961168,,,0.44921875,-0.0029639538404097375,0.015046788445886864,4.336808689942018e-19,0.003590063828403988,0.9851320918229316,0.91357421875,0.008752515517840644,,-0.46435546875
s1_raw,control_s1,interp_roll501_shrink1_clip0.15,811,last_2048_sampled,2048,0.012342579346244633,0.015335933779961168,,,0.44921875,-0.0029639538404097375,0.015046788445886864,4.336808689942018e-19,0.003590063828403988,0.9851320918229316,0.91357421875,0.008752515517840644,,-0.46435546875
softsign_lr_time_hl4096_epslr_0,sujianlin_softsign,interp_roll501_shrink1_clip0.15,811,last_2048_sampled,2048,0.012342579346244633,0.015335933779961168,,,0.44921875,-0.0029639538404097375,0.015046788445886864,4.336808689942018e-19,0.003590063828403988,0.9851320918229316,0.91357421875,0.008752515517840644,,-0.46435546875
softsign_lr_time_hl4096_epslr_1e-03,sujianlin_softsign,interp_roll501_shrink1_clip0.15,811,last_2048_sampled,2048,0.012342579346244633,0.015335933779961168,,,0.44921875,-0.0029639538404097375,0.015046788445886864,4.336808689942018e-19,0.003590063828403988,0.9851320918229316,0.91357421875,0.008752515517840644,,-0.46435546875
softsign_lr_time_hl4096_epslr_1e-04,sujianlin_softsign,interp_roll501_shrink1_clip0.15,811,last_2048_sampled,2048,0.012342579346244633,0.015335933779961168,,,0.44921875,-0.0029639538404097375,0.015046788445886864,4.336808689942018e-19,0.003590063828403988,0.9851320918229316,0.91357421875,0.008752515517840644,,-0.46435546875
softsign_lr_time_hl4096_epslr_1e-05,sujianlin_softsign,interp_roll501_shrink1_clip0.15,811,last_2048_sampled,2048,0.012342579346244633,0.015335933779961168,,,0.44921875,-0.0029639538404097375,0.015046788445886864,4.336808689942018e-19,0.003590063828403988,0.9851320918229316,0.91357421875,0.008752515517840644,,-0.46435546875
softsign_lr_time_hl512_epslr_1e-03,sujianlin_softsign,interp_roll501_shrink1_clip0.15,811,last_2048_sampled,2048,0.012342579346244633,0.015335933779961168,,,0.44921875,-0.0029639538404097375,0.015046788445886864,4.336808689942018e-19,0.003590063828403988,0.9851320918229316,0.91357421875,0.008752515517840644,,-0.46435546875
softsign_lr_time_hl64_epslr_1e-03,sujianlin_softsign,interp_roll501_shrink1_clip0.15,811,last_2048_sampled,2048,0.012342579346244633,0.015335933779961168,,,0.44921875,-0.0029639538404097375,0.015046788445886864,4.336808689942018e-19,0.003590063828403988,0.9851320918229316,0.91357421875,0.008752515517840644,,-0.46435546875
sqrt_cum_lr2,sujianlin_noise,interp_roll501_shrink1_clip0.15,811,last_2048_sampled,2048,0.012342579346244633,0.015335933779961168,,,0.44921875,-0.0029639538404097375,0.015046788445886864,4.336808689942018e-19,0.003590063828403988,0.9851320918229316,0.91357421875,0.008752515517840644,,-0.46435546875
step_abs,control_step,interp_raw_shrink1_clip0.15,811,last_512_sampled,512,0.005924729737428316,0.005937755533003338,0.9996646471869358,0.999479649466131,0.890625,-0.005924729737428316,0.015155491786307507,0.01517255615144523,0.005924729737428316,0.9996646471869358,0.890625,0.0,0.0,0.0
effective_update_hl512_epslr2_1e-08,sujianlin_update_rms,interp_roll501_shrink0.5_clip0.15,811,last_512_sampled,512,0.012987424406647163,0.016021975204292615,,,0.388671875,-0.005197572333516195,0.015155491786307507,2.168404344971009e-19,0.005924729737428316,0.9996646471869358,0.890625,0.0070626946692188474,,-0.501953125
effective_update_hl64_epslr2_1e-08,sujianlin_update_rms,interp_roll501_shrink0.5_clip0.15,811,last_512_sampled,512,0.012987424406647163,0.016021975204292615,,,0.388671875,-0.005197572333516195,0.015155491786307507,2.168404344971009e-19,0.005924729737428316,0.9996646471869358,0.890625,0.0070626946692188474,,-0.501953125
softsign_lr_time_hl64_epslr_1e-04,sujianlin_softsign,interp_roll501_shrink0.5_clip0.15,811,last_512_sampled,512,0.012987424406647163,0.016021975204292615,,,0.388671875,-0.005197572333516195,0.015155491786307507,2.168404344971009e-19,0.005924729737428316,0.9996646471869358,0.890625,0.0070626946692188474,,-0.501953125
softsign_lr_time_hl64_epslr_1e-05,sujianlin_softsign,interp_roll501_shrink0.5_clip0.15,811,last_512_sampled,512,0.012989206354625157,0.01602386704457018,0.03683156868205573,0.02137678653499568,0.388671875,-0.005209117808136106,0.015155491786307507,5.614149898379953e-05,0.005924729737428316,0.9996646471869358,0.890625,0.0070644766171968415,-0.9628330785048801,-0.501953125
s1_ratio,control_s1,interp_roll501_shrink0.5_clip0.15,811,last_512_sampled,512,0.012989690819885684,0.016024713865059607,0.030510809877306217,0.01654366009201085,0.388671875,-0.005211539495878448,0.015155491786307507,6.718630404059851e-05,0.005924729737428316,0.9996646471869358,0.890625,0.007064961082457368,-0.9691538373096296,-0.501953125
softsign_lr_time_hl512_epslr_1e-05,sujianlin_softsign,interp_roll501_shrink0.5_clip0.15,811,last_512_sampled,512,0.012999502036956032,0.016032515503717946,0.0008164151123496201,-0.014931205962970933,0.388671875,-0.005229672168400683,0.015155491786307507,6.985533128994483e-05,0.005924729737428316,0.9996646471869358,0.890625,0.007074772299527716,-0.9988482320745862,-0.501953125
effective_update_hl64_epslr2_0,sujianlin_update_rms,interp_roll501_shrink0.5_clip0.15,811,last_512_sampled,512,0.013000636759951539,0.016040971403990825,0.011791243292340135,0.005565336715075359,0.388671875,-0.005258253375528257,0.015155491786307507,9.784310965212362e-05,0.005924729737428316,0.9996646471869358,0.890625,0.007075907022523223,-0.9878734038945957,-0.501953125
