selection_rule,n_trials,wsd_momentum_full_mae,wsd_event_only_full_mae,wsd_step_reference_full_mae,wsd_step_plus_event_full_mae,wsd_event_only_vs_momentum_delta,wsd_step_plus_vs_step_delta,wsd_momentum_tail_mae,wsd_event_only_tail_mae,wsd_step_reference_tail_mae,wsd_step_plus_event_tail_mae,wsd_event_only_tail_vs_momentum_delta,wsd_step_plus_tail_vs_step_delta,validation_step_plus_vs_step_full_delta,verdict
811_full,4624,0.03772038950173981,0.03259626191100557,0.0212813374865551,0.011190953819338507,0.0051241275907342385,0.010090383667216592,0.03875375885797014,0.03228531891747467,0.02226811851013682,0.015936674945713783,0.006468439940495466,0.006331443564423039,0.005353825194088911,step_plus_event adds positive validation-selected WSD margin over the step template
811_full_plus_tail,4624,0.03772038950173981,0.03289237377846135,0.0212813374865551,0.011190953819338507,0.004828015723278456,0.010090383667216592,0.03875375885797014,0.03416342952013208,0.02226811851013682,0.015936674945713783,0.00459032933783806,0.006331443564423039,0.005353825194088911,step_plus_event adds positive validation-selected WSD margin over the step template
