train_schedules,target_schedule,split,model,feature_set,feature_transform,window,n,mae,rmse,r2,signed_bias,max_abs_error,endpoint_abs_diff,log_residual_mae,full_wsd_step_base_mae
cosine,wsd,test,step_base_for_leftover,linear_endpoint,aligned,full,16454,0.03510190775981406,0.04393848361428093,0.9363458114839364,0.020332886407752264,0.17688525548034217,0.02987619851909029,0.012370126535484638,0.03510190775981406
cosine,wsd,test,step_base_for_leftover,linear_endpoint,aligned,pre_tail_1000_27125,13063,0.03489322414639745,0.04366410189324118,0.9362772120439756,0.020039908436447568,0.17688525548034217,0.02808876453252651,0.012144073785108832,0.03510190775981406
cosine,wsd,test,step_base_for_leftover,linear_endpoint,aligned,tail_27126_33906,3391,0.035905810455792025,0.04497983190924715,0.28628742660235884,0.021461512547284334,0.1639626837676733,0.02987619851909029,0.01324093959303673,0.03510190775981406
cosine,wsd,test,step_base_for_leftover,linear_endpoint,aligned,early_decay_27126_30000,1438,0.0440697955258711,0.053353470899785135,-0.3756597360935865,0.039432578736109856,0.1639626837676733,0.06882951088667699,0.016042267062729283,0.03510190775981406
cosine,wsd,test,step_base_for_leftover,linear_endpoint,aligned,endpoint_30000_33906,1954,0.02991456847506386,0.0376644008243782,0.18206075700920754,0.008260373764688782,0.13121169609762084,0.02987619851909029,0.011185729702540366,0.03510190775981406
cosine,wsd,test,step_base_for_leftover,linear_endpoint,aligned,last_2048_sampled,2048,0.030118075525186146,0.037921612841650756,0.18021020605923532,0.009133742093415427,0.1320494755416881,0.02987619851909029,0.011255377613119353,0.03510190775981406
cosine,wsd,test,step_base_for_leftover,linear_endpoint,aligned,last_512_sampled,512,0.029392682110346673,0.036926215592009065,0.16632073744611486,-0.0015668194231679361,0.11097868263092137,0.02987619851909029,0.011048404459513907,0.03510190775981406
cosine,cosine,train,step_plus_event_leftover,linear_endpoint,aligned,full,16454,0.028920364022024754,0.03625607764863063,0.9622617663964574,-0.00025476210531218433,0.1587314958594357,0.026941727282419503,0.010271287800629305,0.03510190775981406
cosine,cosine,train,step_plus_event_leftover,linear_endpoint,aligned,pre_tail_1000_27125,13063,0.02908164322901071,0.036407920372956315,0.9634232100320552,-0.00023050090158145933,0.1587314958594357,0.00838300085606214,0.010192119341290457,0.03510190775981406
cosine,cosine,train,step_plus_event_leftover,linear_endpoint,aligned,tail_27126_33906,3391,0.02829907523380372,0.03566509922086614,0.23387466843407934,-0.0003482224722642519,0.12247653117779,0.026941727282419503,0.010576264970886857,0.03510190775981406
cosine,cosine,train,step_plus_event_leftover,linear_endpoint,aligned,early_decay_27126_30000,1438,0.02812891199145689,0.03546272057936036,0.214547214916747,-0.0005670338866989495,0.11806947142042379,0.04131340004752415,0.01047540725189881,0.03510190775981406
cosine,cosine,train,step_plus_event_leftover,linear_endpoint,aligned,endpoint_30000_33906,1954,0.028430963190461074,0.03581641098010262,0.1925191317430005,-0.00016587219771108726,0.12247653117779,0.026941727282419503,0.010653068004544368,0.03510190775981406
cosine,cosine,train,step_plus_event_leftover,linear_endpoint,aligned,last_2048_sampled,2048,0.028347093664013,0.0357102529632376,0.19499093676931145,-0.0001357776075434202,0.12247653117779,0.026941727282419503,0.01062074867076997,0.03510190775981406
