config,ridge_alpha,event_shrink,val_full_mae,val_tail_mae,val_last2048_mae,val_endpoint_abs_diff,score_full,score_full_tail,score_endpoint_penalty,val_improves_step_base,val_improves_step_reference,val_endpoint_within_2x_step_reference,test_full_mae,test_tail_mae,test_last2048_mae,test_endpoint_abs_diff,selection_rule,val_step_reference_full_mae,val_step_reference_endpoint_abs_diff,val_step_base_full_mae
linear_endpoint_ridge0.1_shrink1,0.1,1.0,0.02994552471203598,0.03202942637021719,0.030054439191995696,0.04419983095931723,0.02994552471203598,0.03059247810548229,0.052045440191694596,True,True,True,0.02971569803569,0.03107968482923316,0.029209451490201613,0.03149138873524704,val_full,0.03300693323096685,0.03731579335317514,0.033067127649341034
linear_endpoint_ridge0.1_shrink1,0.1,1.0,0.02994552471203598,0.03202942637021719,0.030054439191995696,0.04419983095931723,0.02994552471203598,0.03059247810548229,0.052045440191694596,True,True,True,0.02971569803569,0.03107968482923316,0.029209451490201613,0.03149138873524704,val_full_tail,0.03300693323096685,0.03731579335317514,0.033067127649341034
linear_endpoint_ridge0.0001_shrink0.75,0.0001,0.75,0.030066215387929106,0.03213070683274641,0.02994536055667437,0.04379941374643215,0.030066215387929106,0.030661391855123347,0.05196592226114518,True,True,True,0.030304470150960824,0.032009212141870615,0.029411600669964524,0.03109004169789209,val_endpoint_penalty,0.03300693323096685,0.03731579335317514,0.033067127649341034
linear_endpoint_ridge0.1_shrink1,0.1,1.0,0.02994552471203598,0.03202942637021719,0.030054439191995696,0.04419983095931723,0.02994552471203598,0.03059247810548229,0.052045440191694596,True,True,True,0.02971569803569,0.03107968482923316,0.029209451490201613,0.03149138873524704,endpoint_guard,0.03300693323096685,0.03731579335317514,0.033067127649341034
