feature_set_family,feature_columns,scale,beta,ridge_alpha,shrink,coef,feature_set,validation_mae,validation_rmse,validation_r2,validation_endpoint_abs_diff,test_mae,test_rmse,test_r2,test_endpoint_abs_diff
sat_s2_tail,sat_s2;sat_tail,0.5,0.5,0.01,0.25,-0.000110062121691;0.0044316498233;-0.00444699226407,sat_s2_tail_scale0.5_beta0.5_ridge0.01_shrink0.25,0.03576995300538008,0.04489707050614864,0.9356584767665098,0.057936736464408334,0.03770570800987433,0.0472572521713887,0.9263667808659913,0.0453272927454309
sat_s2_tail,sat_s2;sat_tail,0.5,0.5,0.0001,0.25,-0.000109173489436;0.00444588106209;-0.00446444159277,sat_s2_tail_scale0.5_beta0.5_ridge0.0001_shrink0.25,0.035770102901952865,0.04489726503371842,0.9356579192144413,0.057934646292160163,0.037705979755863976,0.04725757849577243,0.9263657639470333,0.04532544723111309
sat_s2_tail,sat_s2;sat_tail,0.5,0.5,1e-06,0.25,-0.000109164570432;0.0044460238911;-0.00446461672277,sat_s2_tail_scale0.5_beta0.5_ridge1e-06_shrink0.25,0.03577010440642915,0.04489726698625606,0.9356579136180943,0.057934625314312704,0.037705982483295084,0.047257581771058314,0.9263657537402817,0.045325428708763216
mpl_proxy,sat_s2;sat_drop_times_sat_tail,0.5,2.0,0.0001,1.0,-0.000174620781313;-0.00704437656146;0.013024466031,mpl_proxy_scale0.5_beta2_ridge0.0001_shrink1,0.035770808273429426,0.04485387518780434,0.9357822227300125,0.06769376730695287,0.03729660787402077,0.04675826471768198,0.9279135518654044,0.053628692784178256
mpl_proxy,sat_s2;sat_drop_times_sat_tail,0.5,2.0,1e-06,1.0,-0.000174587195271;-0.00704549387868;0.0130264078974,mpl_proxy_scale0.5_beta2_ridge1e-06_shrink1,0.03577086055409909,0.044853934024242446,0.935782054256375,0.06769509949313424,0.03729661016122369,0.046758266382621406,0.9279135467317848,0.05362981573431247
sat_s2_drop,sat_s2;sat_drop,0.5,1.0,0.01,0.5,-0.000749959935271;-0.0350540679011;0.0359954016016,sat_s2_drop_scale0.5_beta1_ridge0.01_shrink0.5,0.03577149564917096,0.044936957743610034,0.9355441020153865,0.05885061190727914,0.03759750718380518,0.04713376526361274,0.9267510968430566,0.045673023692613945
mpl_proxy,sat_s2;sat_drop_times_sat_tail,5.0,1.0,1.0,0.5,-5.26242067083e-05;-0.0115020858802;0.0137475119926,mpl_proxy_scale5_beta1_ridge1_shrink0.5,0.0357729948303477,0.044852395225205,0.9357864604169568,0.06675931124826295,0.03735354917167645,0.04682932510678867,0.9276942801062358,0.051822051515348466
sat_s2_drop,sat_s2;sat_drop,2.0,2.0,0.01,0.25,0.000836682523061;0.0262258159343;-0.0270215871438,sat_s2_drop_scale2_beta2_ridge0.01_shrink0.25,0.035773515446927674,0.044882954020043116,0.9356989307836163,0.058275969005384454,0.03768449311829486,0.047231191552184484,0.9264479704437989,0.04573070485570607
sat_s2_drop,sat_s2;sat_drop,2.0,2.0,0.0001,0.25,0.000844001344023;0.0263770913064;-0.0271790349506,sat_s2_drop_scale2_beta2_ridge0.0001_shrink0.25,0.035773880774811244,0.04488336648594479,0.9356977489487331,0.05827485777802632,0.03768494150248987,0.047231738732250256,0.9264462662124986,0.04573034377663587
sat_s2_drop,sat_s2;sat_drop,2.0,2.0,1e-06,0.25,0.000844074960917;0.02637861292;-0.0271806186502,sat_s2_drop_scale2_beta2_ridge1e-06_shrink0.25,0.035773884449562005,0.04488337064197486,0.9356977370404419,0.05827484660067794,0.03768494601265558,0.04723174424212058,0.9264462490515144,0.04573034014470734
mpl_proxy,sat_s2;sat_drop_times_sat_tail,2.0,0.5,0.01,0.25,-5.94927491129e-05;-0.0147133215917;0.0349789154665,mpl_proxy_scale2_beta0.5_ridge0.01_shrink0.25,0.03577432486357001,0.04488791601440558,0.9356847125046862,0.061793473947908684,0.03758550804025926,0.04711110639844276,0.9268215065828305,0.048527245152016896
sat_s2_drop,sat_s2;sat_drop,0.5,1.0,0.01,0.75,-0.000749959935271;-0.0350540679011;0.0359954016016,sat_s2_drop_scale0.5_beta1_ridge0.01_shrink0.75,0.03577457251310483,0.044970685263919265,0.9354473107084509,0.05910396767910653,0.03754427332825253,0.04707593462234993,0.9269307316472983,0.045675420621667406
sat_s2_drop,sat_s2;sat_drop,0.5,1.0,0.01,0.25,-0.000749959935271;-0.0350540679011;0.0359954016016,sat_s2_drop_scale0.5_beta1_ridge0.01_shrink0.25,0.03577579379208568,0.044919097330318,0.9355953284560756,0.058597231923029014,0.037656673162675305,0.04720001958498305,0.926545025156219,0.045670626761399546
sat_s2_drop,sat_s2;sat_drop,2.0,2.0,0.01,0.5,0.000836682523061;0.0262258159343;-0.0270215871438,sat_s2_drop_scale2_beta2_ridge0.01_shrink0.5,0.03577661404841787,0.04488418938072156,0.9356953910831927,0.058208108550271476,0.03766963111878292,0.04721763204748212,0.9264901961805333,0.04579317841494346
sat_s2_drop,sat_s2;sat_drop,5.0,1.0,1.0,0.5,0.000515620484128;0.0182416783014;-0.0188918636377,sat_s2_drop_scale5_beta1_ridge1_shrink0.5,0.035777112268479586,0.044885883961691915,0.9356905354124042,0.05840191818509588,0.03766573261207272,0.04721039142121752,0.9265127392934964,0.04589500032050653
mpl_proxy,sat_s2;sat_drop_times_sat_tail,2.0,0.5,0.0001,0.25,-4.43729260157e-05;-0.0153723948361;0.0364835665113,mpl_proxy_scale2_beta0.5_ridge0.0001_shrink0.25,0.03577741393507986,0.04489119015383804,0.9356753298058496,0.06193736444841269,0.03758431671849847,0.04710962795286147,0.9268260995007594,0.048645585356258625
mpl_proxy,sat_s2;sat_drop_times_sat_tail,2.0,0.5,1e-06,0.25,-4.42151121041e-05;-0.0153792738822;0.0364992712214,mpl_proxy_scale2_beta0.5_ridge1e-06_shrink0.25,0.03577744647991564,0.044891224743305896,0.9356752306791851,0.06193886625687384,0.03758430448350554,0.0471096127218102,0.9268261468165757,0.04864682049832192
sat_s2_drop,sat_s2;sat_drop,2.0,2.0,0.0001,0.5,0.000844001344023;0.0263770913064;-0.0271790349506,sat_s2_drop_scale2_beta2_ridge0.0001_shrink0.5,0.035777640073089145,0.04488545408839439,0.9356917671933913,0.05820588603821841,0.03767080079427159,0.0472190961028511,0.9264856375406021,0.04579245627372863
sat_s2_drop,sat_s2;sat_drop,2.0,2.0,1e-06,0.5,0.000844074960917;0.02637861292;-0.0271806186502,sat_s2_drop_scale2_beta2_ridge1e-06_shrink0.5,0.03577765043873358,0.04488546683809731,0.9356917306599086,0.05820586368294034,0.03767081259683369,0.04721911085306831,0.9264855916120235,0.0457924490100412
sat_s2_drop,sat_s2;sat_drop,0.5,1.0,0.0001,0.5,-0.000771849014802;-0.0371295243813;0.0380884813605,sat_s2_drop_scale0.5_beta1_ridge0.0001_shrink0.5,0.03577797560228522,0.04494850540929265,0.9355109706761194,0.058867632942867676,0.037601266820885645,0.047138979782923564,0.9267348885496465,0.045660293098218396
sat_s2_drop,sat_s2;sat_drop,0.5,1.0,1e-06,0.5,-0.000772080882079;-0.0371515094913;0.0381106531436,sat_s2_drop_scale0.5_beta1_ridge1e-06_shrink0.5,0.035778044341869875,0.04494862868066049,0.9355106169530453,0.05886781324612933,0.037601306898863054,0.0471390354550964,0.9267347154941254,0.0456601582455991
sat_s2_drop,sat_s2;sat_drop,0.5,1.0,0.0001,0.25,-0.000771849014802;-0.0371295243813;0.0380884813605,sat_s2_drop_scale0.5_beta1_ridge0.0001_shrink0.25,0.03577880412031957,0.04492404472402031,0.9355811406013503,0.05860574326780732,0.03765837110810829,0.04720223114148711,0.9265381415305513,0.04566426146608338
sat_s2_drop,sat_s2;sat_drop,5.0,1.0,1.0,0.25,0.000515620484128;0.0182416783014;-0.0188918636377,sat_s2_drop_scale5_beta1_ridge1_shrink0.25,0.0357788345477707,0.04489480213113958,0.9356649781713766,0.05837287311363504,0.0376886808661858,0.04723630153329131,0.9264320542748107,0.04578161749276699
sat_s2_drop,sat_s2;sat_drop,0.5,1.0,1e-06,0.25,-0.000772080882079;-0.0371515094913;0.0381106531436,sat_s2_drop_scale0.5_beta1_ridge1e-06_shrink0.25,0.035778836063673665,0.04492409736867319,0.9355809896216022,0.05860583342834502,0.03765838909566492,0.04720225467727013,0.9265380682720314,0.04566419403987565
sat_s2_drop,sat_s2;sat_drop,5.0,1.0,1.0,0.75,0.000515620484128;0.0182416783014;-0.0188918636377,sat_s2_drop_scale5_beta1_ridge1_shrink0.75,0.03578164058518553,0.04489026592895065,0.935677978425718,0.05843096293842853,0.03765173167147436,0.04719692090262635,0.9265546694811637,0.04600837831144888
sat_s2_drop,sat_s2;sat_drop,0.5,1.0,0.0001,0.75,-0.000771849014802;-0.0371295243813;0.0380884813605,sat_s2_drop_scale0.5_beta1_ridge0.0001_shrink0.75,0.03578575051197806,0.04499048520984298,0.9353904549535085,0.059129496751778365,0.037550718902095624,0.04708494583611271,0.9269027553226208,0.045656324724428377
sat_s2_drop,sat_s2;sat_drop,0.5,1.0,1e-06,0.75,-0.000772080882079;-0.0371515094913;0.0381106531436,sat_s2_drop_scale0.5_beta1_ridge1e-06_shrink0.75,0.035785869305041365,0.04499069707715437,0.9353898464389407,0.05912976717995422,0.037550787581081636,0.047085042269604936,0.9269024559050609,0.0456561224451959
sat_s2_drop,sat_s2;sat_drop,0.5,1.0,0.01,1.0,-0.000749959935271;-0.0350540679011;0.0359954016016,sat_s2_drop_scale0.5_beta1_ridge0.01_shrink1,0.03578619152517142,0.04502028783516325,0.9353048292123817,0.059357299240825334,0.037497442681674216,0.04702656052957386,0.9270839240135459,0.04567781754855904
mpl_proxy,sat_s2;sat_drop_times_sat_tail,2.0,1.0,1.0,1.0,-0.000174487468253;-0.00752746864967;0.0115298121619,mpl_proxy_scale2_beta1_ridge1_shrink1,0.03578759583952143,0.04486227574181473,0.9357581661497708,0.06925858224762038,0.03721341713521073,0.04665791131073102,0.9282226462131383,0.05449273679184197
sat_s2_tail,sat_s2;sat_tail,0.5,1.0,1.0,0.25,-4.89612026914e-06;0.00329397966616;-0.00352760032984,sat_s2_tail_scale0.5_beta1_ridge1_shrink0.25,0.03578829918651585,0.04492079969064535,0.935590446700126,0.057711264289862285,0.03773798170052798,0.04729595932199902,0.9262461094682524,0.04513146113527533
sat_s2_tail,sat_s2;sat_tail,0.5,1.0,1.0,0.5,-4.89612026914e-06;0.00329397966616;-0.00352760032984,sat_s2_tail_scale0.5_beta1_ridge1_shrink0.5,0.03579128369455171,0.044925839558639,0.9355759930902862,0.05707854996573758,0.037755949185569376,0.0473178589263674,0.9261777926400185,0.04459458404505323
mpl_proxy,sat_s2;sat_drop_times_sat_tail,1.0,1.0,0.01,0.75,-0.000130795220418;-0.00966115323118;0.0196396766959,mpl_proxy_scale1_beta1_ridge0.01_shrink0.75,0.03579178496153249,0.04488543696909829,0.9356918162476558,0.06672789884495867,0.037380092313141385,0.046859543267833655,0.9276009347147611,0.0527318130737755
sat_s2_drop,sat_s2;sat_drop,0.5,0.5,0.01,0.25,-0.000787834057555;-0.0763793966534;0.0778758927321,sat_s2_drop_scale0.5_beta0.5_ridge0.01_shrink0.25,0.03579247254669292,0.04494386709719797,0.9355242794528452,0.058636466838164925,0.037668030545227965,0.04721402734670305,0.9265014195613336,0.04562745410908153
sat_s2_tail,sat_s2;sat_tail,0.5,1.0,1.0,0.75,-4.89612026914e-06;0.00329397966616;-0.00352760032984,sat_s2_tail_scale0.5_beta1_ridge1_shrink0.75,0.03579500123997501,0.044932199433581343,0.9355577515779344,0.05644568471567579,0.037774200419992916,0.047340358681459395,0.9261075706763032,0.044057598535466536
sat_s2_tail,sat_s2;sat_tail,0.5,1.0,0.01,0.25,3.43013094906e-05;0.00362179233008;-0.00393674052837,sat_s2_tail_scale0.5_beta1_ridge0.01_shrink0.25,0.03579506711451878,0.0449295532144932,0.9355653418267312,0.05762346825514797,0.03774996459088451,0.04731034391912237,0.9262012396167497,0.04505435581779782
sat_s2_tail,sat_s2;sat_tail,0.5,1.0,0.0001,0.25,3.4736789118e-05;0.00362543070895;-0.00394128334727,sat_s2_tail_scale0.5_beta1_ridge0.0001_shrink0.25,0.035795142591486,0.04492965069015447,0.9355650622415905,0.05762249355548521,0.03775009778166242,0.04731050384423265,0.9262007406859086,0.045053499814494025
sat_s2_tail,sat_s2;sat_tail,0.5,1.0,1e-06,0.25,3.47411487442e-05;0.00362546713273;-0.00394132882558,sat_s2_tail_scale0.5_beta1_ridge1e-06_shrink0.25,0.03579514334709242,0.044929651666017145,0.9355650594425636,0.057622483797748814,0.037750099115045115,0.047310505445270344,0.9262007356910179,0.045053491245029775
mpl_proxy,sat_s2;sat_drop_times_sat_tail,1.0,1.0,0.0001,0.75,-0.000124628818302;-0.00988914594115;0.0200798621556,mpl_proxy_scale1_beta1_ridge0.0001_shrink0.75,0.03579847513572526,0.04489288200003304,0.9356704812153414,0.06690880065511218,0.037380042098779175,0.04685939429666894,0.9276013950417377,0.052882908700007114
sat_s2_drop,sat_s2;sat_drop,5.0,1.0,1.0,1.0,0.000515620484128;0.0182416783014;-0.0188918636377,sat_s2_drop_scale5_beta1_ridge1_shrink1,0.03579853021900967,0.04490787760833039,0.9356274979478022,0.05846000737363699,0.03764804842766279,0.047195871050753825,0.9265579368917793,0.04612175146580055
mpl_proxy,sat_s2;sat_drop_times_sat_tail,1.0,1.0,1e-06,0.75,-0.000124565742537;-0.00989147804719;0.0200843647484,mpl_proxy_scale1_beta1_ridge1e-06_shrink0.75,0.03579854462568335,0.044892958767196185,0.9356702612072391,0.06691065101016047,0.03738004160842554,0.04685939307895847,0.9276013988045066,0.05288445419137178
sat_s2_tail,sat_s2;sat_tail,0.5,1.0,1.0,1.0,-4.89612026914e-06;0.00329397966616;-0.00352760032984,sat_s2_tail_scale0.5_beta1_ridge1_shrink1,0.03579988360744307,0.04493987959632816,0.9355357197495225,0.055812668503675056,0.03779295799868922,0.04736345803986,0.9260354426155121,0.04352050458462031
mpl_proxy,sat_s2;sat_drop_times_sat_tail,2.0,0.5,0.01,0.5,-5.94927491129e-05;-0.0147133215917;0.0349789154665,mpl_proxy_scale2_beta0.5_ridge0.01_shrink0.5,0.03580002503954545,0.04490380140005862,0.9356391833727529,0.06523863270497676,0.037469460934582345,0.04696890344257775,0.9272626124502781,0.051383185244795904
mpl_proxy,sat_s2;sat_drop_times_sat_tail,0.5,2.0,0.01,1.25,-0.0001779287916;-0.00693432718579;0.0128332031231,mpl_proxy_scale0.5_beta2_ridge0.01_shrink1.25,0.035800874929644566,0.04487927160304418,0.9357094814990079,0.06986222032738665,0.03721090274093413,0.046653435234736765,0.9282364173173445,0.05547692532477333
sat_s2_drop,sat_s2;sat_drop,0.5,1.0,0.0001,1.0,-0.000771849014802;-0.0371295243813;0.0380884813605,sat_s2_drop_scale0.5_beta1_ridge0.0001_shrink1,0.03580224905424139,0.04504998757350328,0.93521944266702,0.05939133469709468,0.03750704663119645,0.04704016360556406,0.9270417339673578,0.04565235634471421
sat_s2_drop,sat_s2;sat_drop,0.5,1.0,1e-06,1.0,-0.000772080882079;-0.0371515094913;0.0381106531436,sat_s2_drop_scale0.5_beta1_ridge1e-06_shrink1,0.035802420092974,0.04505030595179033,0.9352185270265562,0.059391695232377195,0.03750714988550233,0.04704030943951761,0.9270412815961049,0.04565208663866471
hybrid_decay_progress,sat_s2;sat_drop_times_sat_tail;sat_s2_times_progress,5.0,1.0,1.0,0.25,-0.000182536275697;-0.0240241563741;0.0321528088649;-0.00351987915571,hybrid_decay_progress_scale5_beta1_ridge1_shrink0.25,0.0358031570140387,0.04487867267408875,0.9357111974446898,0.06857508593584516,0.03728611642368761,0.04674740774359492,0.927947024015923,0.05325427039671515
sat_s2_drop,sat_s2;sat_drop,0.5,1.0,0.01,1.25,-0.000749959935271;-0.0350540679011;0.0359954016016,sat_s2_drop_scale0.5_beta1_ridge0.01_shrink1.25,0.03580476563007675,0.04508575678882464,0.9351165316685953,0.05961060659474837,0.03745711877378789,0.04698567144401667,0.927210668366408,0.04568021447328929
sat_s2_tail,sat_s2;sat_tail,0.5,1.0,0.01,0.5,3.43013094906e-05;0.00362179233008;-0.00393674052837,sat_s2_tail_scale0.5_beta1_ridge0.01_shrink0.5,0.03580512977227237,0.04494376700237303,0.9355245666412512,0.05690291310434725,0.03778000095824994,0.047346828358008845,0.9260873725706249,0.04444034003138153
sat_s2_tail,sat_s2;sat_tail,0.5,1.0,0.0001,0.5,3.4736789118e-05;0.00362543070895;-0.00394128334727,sat_s2_tail_scale0.5_beta1_ridge0.0001_shrink0.5,0.03580528394659075,0.04494396708085098,0.9355239925827712,0.056900963175119834,0.03778026866120509,0.047347150713444135,0.9260863661159532,0.04443862762910511
sat_s2_tail,sat_s2;sat_tail,0.5,1.0,1e-06,0.5,3.47411487442e-05;0.00362546713273;-0.00394132882558,sat_s2_tail_scale0.5_beta1_ridge1e-06_shrink0.5,0.03580528549004315,0.04494396908395558,0.9355239868355175,0.0569009436543384,0.03778027134119939,0.04734715394063074,0.9260863560400312,0.044438610486213115
sat_s2_drop,sat_s2;sat_drop,0.5,0.5,0.0001,0.25,-0.000871326738602;-0.091466368415;0.0930515391682,sat_s2_drop_scale0.5_beta0.5_ridge0.0001_shrink0.25,0.03580552160264321,0.044965587477157766,0.935461945005939,0.05867166698091886,0.03767547792354358,0.04722382920781275,0.9264708990698886,0.04559674306124206
sat_s2_drop,sat_s2;sat_drop,0.5,0.5,1e-06,0.25,-0.000872327410425;-0.0916471907817;0.0932334241758,sat_s2_drop_scale0.5_beta0.5_ridge1e-06_shrink0.25,0.03580567934248178,0.04496585214105292,0.9354611852719181,0.058672088871918326,0.03767556815683115,0.04722394859796615,0.9264705272803965,0.045596374985437116
sat_s2_tail,sat_s2;sat_tail,0.5,1.0,1.0,1.25,-4.89612026914e-06;0.00329397966616;-0.00352760032984,sat_s2_tail_scale0.5_beta1_ridge1_shrink1.25,0.03580591754933714,0.04494888021164232,0.9355098951902819,0.05517950129372595,0.03781232874931757,0.04738715643257258,0.9259614074956581,0.04298330217061608
sat_s2_drop,sat_s2;sat_drop,0.5,0.5,0.01,0.5,-0.000787834057555;-0.0763793966534;0.0778758927321,sat_s2_drop_scale0.5_beta0.5_ridge0.01_shrink0.5,0.03580655720517299,0.04499212828553494,0.9353857357196118,0.05892907365865563,0.03762115289957429,0.04716399915918101,0.9266570958672267,0.04558667776460945
mpl_proxy,sat_s2;sat_drop_times_sat_tail,0.5,2.0,0.0001,1.25,-0.000174620781313;-0.00704437656146;0.013024466031,mpl_proxy_scale0.5_beta2_ridge0.0001_shrink1.25,0.03580842313646193,0.044887783335631135,0.9356850927077194,0.07002609667645343,0.03721176806242336,0.04665426615178509,0.9282338610161841,0.055615080600006195
mpl_proxy,sat_s2;sat_drop_times_sat_tail,0.5,2.0,1e-06,1.25,-0.000174587195271;-0.00704549387868;0.0130264078974,mpl_proxy_scale0.5_beta2_ridge1e-06_shrink1.25,0.03580850054691751,0.04488787023679123,0.9356848436847092,0.07002776043930004,0.037211777107210506,0.04665427483477082,0.9282338343028963,0.05561648323543977
sat_s2_drop,sat_s2;sat_drop,2.0,2.0,0.01,0.75,0.000836682523061;0.0262258159343;-0.0270215871438,sat_s2_drop_scale2_beta2_ridge0.01_shrink0.75,0.03580890198703774,0.0449205014748536,0.9355913018889165,0.05814024635866,0.037679321428567523,0.04723390416310264,0.9264395216301531,0.04585565050577012
mpl_proxy,sat_s2;sat_drop_times_sat_tail,2.0,0.5,0.0001,0.5,-4.43729260157e-05;-0.0153723948361;0.0364835665113,mpl_proxy_scale2_beta0.5_ridge0.0001_shrink0.5,0.035809580557190225,0.04491412028440355,0.9356095997690894,0.06552603153894987,0.037468816622815385,0.04696772837817429,0.9272662518814545,0.05161960580490588
mpl_proxy,sat_s2;sat_drop_times_sat_tail,2.0,0.5,1e-06,0.5,-4.42151121041e-05;-0.0153792738822;0.0364992712214,mpl_proxy_scale2_beta0.5_ridge1e-06_shrink0.5,0.03580968162821787,0.04491422963544706,0.9356092862300072,0.06552903108479313,0.03746881040981562,0.046967716914270055,0.9272662873872219,0.05162207332137436
sat_s2_drop,sat_s2;sat_drop,2.0,2.0,0.0001,0.75,0.000844001344023;0.0263770913064;-0.0271790349506,sat_s2_drop_scale2_beta2_ridge0.0001_shrink0.75,0.03581094102092928,0.04492305138479744,0.9355839893685383,0.05813691250457209,0.03768153789406653,0.047236651671233774,0.9264309636295323,0.04585456731933446
sat_s2_drop,sat_s2;sat_drop,2.0,2.0,1e-06,0.75,0.000844074960917;0.02637861292;-0.0271806186502,sat_s2_drop_scale2_beta2_ridge1e-06_shrink0.75,0.03581096156378992,0.04492307709669223,0.9355839156309753,0.05813687897078346,0.03768156025536865,0.04723667936058265,0.9264308773795871,0.045854556424058224
mpl_proxy,sat_s2;sat_drop_times_sat_tail,1.0,2.0,1.0,0.75,-0.000137410696865;-0.00814164053217;0.0110155143468,mpl_proxy_scale1_beta2_ridge1_shrink0.75,0.03581220921103927,0.044899506060600315,0.9356514958418275,0.06837882129508666,0.03730588025951068,0.046769603785399794,0.9278785851174964,0.05385862417305898
sat_s2_tail,sat_s2;sat_tail,1.0,0.5,1.0,0.25,0.000130269858945;0.00482439195199;-0.00545680549442,sat_s2_tail_scale1_beta0.5_ridge1_shrink0.25,0.03581237218424442,0.044951815667155025,0.9355014716649658,0.057459696720632,0.037778607551905485,0.04734470243467921,0.9260940099339603,0.044917869681050604
mpl_proxy,sat_s2;sat_drop_times_sat_tail,2.0,1.0,0.01,0.25,0.000137081876568;-0.016990354431;0.0252480623094,mpl_proxy_scale2_beta1_ridge0.01_shrink0.25,0.035814209297426486,0.04492614157000344,0.9355751269140358,0.06420435516339928,0.03753989398725616,0.04705515504774859,0.9269952237586652,0.050378469670644854
mpl_proxy,sat_s2;sat_drop_times_sat_tail,2.0,1.0,0.0001,0.25,0.000144055896136;-0.0172021177833;0.02555504737,mpl_proxy_scale2_beta1_ridge0.0001_shrink0.25,0.035816063190508715,0.04492816449362453,0.9355693249676788,0.06427430297460646,0.037539316108154516,0.047054390433041826,0.9269975962966792,0.050434418485963306
mpl_proxy,sat_s2;sat_drop_times_sat_tail,2.0,1.0,1e-06,0.25,0.000144126499854;-0.0172042616324;0.0255581552237,mpl_proxy_scale2_beta1_ridge1e-06_shrink0.25,0.03581608210833241,0.04492818507690125,0.9355692659314492,0.06427501110249167,0.03753931030206651,0.04705438274017085,0.9269976201668441,0.05043498489430931
sat_s2_tail,sat_s2;sat_tail,0.5,1.0,0.01,0.75,3.43013094906e-05;0.00362179233008;-0.00393674052837,sat_s2_tail_scale0.5_beta1_ridge0.01_shrink0.75,0.03581619430117234,0.04495972040591399,0.9354787856471897,0.0561821622184846,0.03781049410239053,0.04738411233283001,0.9259709195085425,0.04382618243603176
sat_s2_tail,sat_s2;sat_tail,0.5,1.0,0.0001,0.75,3.4736789118e-05;0.00362543070895;-0.00394128334727,sat_s2_tail_scale0.5_beta1_ridge0.0001_shrink0.75,0.03581643235278036,0.044960028202870865,0.9354779022119177,0.056179236529573906,0.037810898300114824,0.047384599611876604,0.9259693969304688,0.04382361323897577
sat_s2_tail,sat_s2;sat_tail,0.5,1.0,1e-06,0.75,3.47411487442e-05;0.00362546713273;-0.00394132882558,sat_s2_tail_scale0.5_beta1_ridge1e-06_shrink0.75,0.03581643473593528,0.04496003128448104,0.9354778933670852,0.05617920724043701,0.03781090234781978,0.047384604490203416,0.9259693816873097,0.043823587518690754
hybrid_decay_progress,sat_s2;sat_drop_times_sat_tail;sat_s2_times_progress,0.5,0.5,0.01,0.25,-0.000584126663479;-0.0363438512025;0.450264390162;-0.0529756385561,hybrid_decay_progress_scale0.5_beta0.5_ridge0.01_shrink0.25,0.03581852111246997,0.044914042419364184,0.935609823028798,0.06847500315676092,0.037353231229189314,0.04682545932545212,0.9277062173513139,0.054549065106045624
mpl_proxy,sat_s2;sat_drop_times_sat_tail,1.0,2.0,0.01,0.25,0.000128876545273;-0.0155341434307;0.0205462647182,mpl_proxy_scale1_beta2_ridge0.01_shrink0.25,0.035820433022602016,0.04493299217607076,0.9355554776380989,0.06450515531981482,0.037533272645809794,0.047046901639024495,0.9270208313850489,0.05067809498238596
sat_s2_drop,sat_s2;sat_drop,5.0,1.0,0.01,0.25,0.00114872508635;0.0311048656263;-0.0323566994047,sat_s2_drop_scale5_beta1_ridge0.01_shrink0.25,0.03582074523757651,0.04494277324217351,0.9355274178669238,0.05829380171657972,0.03773758434806178,0.047295442180064394,0.9262477223341996,0.04576179136976721
sat_s2_drop,sat_s2;sat_drop,5.0,1.0,0.0001,0.25,0.00115962310657;0.0313262795257;-0.0325884701267,sat_s2_drop_scale5_beta1_ridge0.0001_shrink0.25,0.03582151777297963,0.04494367510497223,0.9355248303093449,0.05829244073894113,0.03773846710044992,0.047296528336045,0.9262443348028175,0.045761450199933495
sat_s2_drop,sat_s2;sat_drop,5.0,1.0,1e-06,0.25,0.00115973287295;0.0313285096364;-0.0325908045528,sat_s2_drop_scale5_beta1_ridge1e-06_shrink0.25,0.035821525559531095,0.04494368420173307,0.9355248042093316,0.058292427030996574,0.03773847599176387,0.04729653928766463,0.9262443006462266,0.045761446763634694
mpl_proxy,sat_s2;sat_drop_times_sat_tail,1.0,2.0,0.0001,0.25,0.000133930305145;-0.0156744183444;0.0207271108447,mpl_proxy_scale1_beta2_ridge0.0001_shrink0.25,0.03582190182059595,0.044934583449174614,0.9355509130344074,0.06455848650154072,0.03753283860313468,0.04704632541125914,0.9270226190634827,0.05072128115434449
mpl_proxy,sat_s2;sat_drop_times_sat_tail,1.0,2.0,1e-06,0.25,0.000133981296458;-0.0156758336846;0.0207289355385,mpl_proxy_scale1_beta2_ridge1e-06_shrink0.25,0.035821916725479776,0.04493459956351018,0.9355508668092365,0.06455902459485241,0.037532834241814375,0.04704631962502582,0.9270226370144756,0.05072171688885074
hybrid_decay_progress,sat_s2;sat_drop_times_sat_tail;sat_s2_times_progress,2.0,1.0,1.0,0.25,-0.000372585831548;-0.0207006734393;0.0414093228605;-0.00819334852686,hybrid_decay_progress_scale2_beta1_ridge1_shrink0.25,0.03582454696135384,0.04491349967863972,0.935611379199575,0.0687954243986919,0.03731054667609061,0.04677482299373153,0.9278624875814084,0.05423072842433818
sat_s2_drop,sat_s2;sat_drop,5.0,1.0,1.0,1.25,0.000515620484128;0.0182416783014;-0.0188918636377,sat_s2_drop_scale5_beta1_ridge1_shrink1.25,0.03582460359481943,0.0449386373570134,0.9355392835755607,0.058489051490724364,0.03765554999424073,0.047207213202965226,0.9265226333310013,0.04623511978376671
sat_s2_tail,sat_s2;sat_tail,1.0,0.5,0.01,0.25,0.000202349334637;0.00547245487001;-0.00628210541108,sat_s2_tail_scale1_beta0.5_ridge0.01_shrink0.25,0.035825120939301514,0.04496825443640929,0.9354542891305542,0.05730701932107918,0.037800623049442,0.04737110240057159,0.9260115652464159,0.04478492092358133
sat_s2_tail,sat_s2;sat_tail,1.0,0.5,0.0001,0.25,0.000203175944402;0.0054798797381;-0.00629156458495,sat_s2_tail_scale1_beta0.5_ridge0.0001_shrink0.25,0.03582526790140431,0.0449684437055103,0.9354537457901674,0.05730526960852789,0.03780087579793342,0.0473714055742356,0.9260106181957668,0.044783397327158525
sat_s2_tail,sat_s2;sat_tail,1.0,0.5,1e-06,0.25,0.000203184222626;0.00547995409499;-0.00629165931492,sat_s2_tail_scale1_beta0.5_ridge1e-06_shrink0.25,0.03582526937318055,0.04496844560106383,0.9354537403485343,0.057305252085852576,0.03780087832912226,0.04737140861046842,0.9260106087111846,0.04478338206894916
