coordinate,coordinate_group,target_schedule,window,n,target_step_median,equiv_cosine_step_median,median_step_warp,median_abs_step_warp,q10_step_warp,q90_step_warp,q90_abs_step_warp,outside_support_frac,window_mae,residual_alignment_corr,sign_agreement
softsign_lr_time_hl512_epslr_0,sujianlin_softsign,811,steps_10000_20000,5001,15000.0,15324.88102713723,-324.88102713722947,324.88102713722947,-563.6667831572122,-161.15697812466897,563.6667831572122,0.0,0.03551363981777729,-0.09085583519496229,0.5128974205158968
effective_update_hl512_epslr2_1e-12,sujianlin_update_rms,811,steps_10000_20000,5001,15000.0,15324.883798723848,-324.8837987238476,324.8837987238476,-563.6744359242948,-161.1578421888953,563.6744359242948,0.0,0.03551364166528111,-0.09085785159888121,0.5128974205158968
effective_update_hl512_epslr2_1e-10,sujianlin_update_rms,811,steps_10000_20000,5001,15000.0,15325.15816195216,-325.1581619521603,325.1581619521603,-564.4320178851485,-161.24337635525808,564.4320178851485,0.0,0.035513809206829824,-0.09107121945951425,0.5134973005398921
softsign_lr_time_hl512_epslr_1e-05,sujianlin_softsign,811,steps_10000_20000,5001,15000.0,15348.706677589935,-348.70667758993477,348.70667758993477,-621.9760108737537,-169.15811974451753,621.9760108737537,0.0,0.035524238667776924,-0.09266310770297768,0.5130973805238952
effective_update_hl512_epslr2_1e-08,sujianlin_update_rms,811,steps_10000_20000,5001,15000.0,15352.35711094835,-352.35711094834915,352.35711094834915,-639.7393278535856,-169.71545059302844,639.7393278535856,0.0,0.0355291198279096,-0.09295748622991855,0.5106978604279144
softsign_lr_time_hl512_epslr_1e-04,sujianlin_softsign,811,steps_10000_20000,5001,15000.0,15547.986879625762,-547.9868796257615,547.9868796257615,-1122.8420820146166,-235.23537379954723,1122.8420820146166,0.0,0.03564751376157982,-0.10272222957846334,0.49350129974005197
softsign_lr_time_hl64_epslr_1e-03,sujianlin_softsign,811,steps_10000_20000,5001,15000.0,16515.145701114634,-1515.145701114634,1515.145701114634,-4204.585223463393,-510.2199010752556,4204.585223463393,0.0,0.03588836768421621,-0.10095676552258578,0.47470505898820237
effective_update_hl64_epslr2_1e-06,sujianlin_update_rms,811,steps_10000_20000,5001,15000.0,16649.229767084416,-1649.2297670844164,1649.2297670844164,-5149.131164748713,-529.9467366184399,5149.131164748713,0.0,0.035820058343763124,-0.09920584960804828,0.48410317936412717
softsign_lr_time_hl512_epslr_1e-03,sujianlin_softsign,811,steps_10000_20000,5001,15000.0,16692.47156166464,-1692.471561664639,1692.471561664639,-4649.577477902189,-586.6271233192056,4649.577477902189,0.0,0.03586959945322217,-0.09691238895159954,0.47450509898020393
effective_update_hl4096_epslr2_0,sujianlin_update_rms,811,steps_10000_20000,5001,15000.0,16720.24157411689,-1720.2415741168916,1720.2415741168916,-3915.0035983486814,-666.3755237009736,3915.0035983486814,0.0,0.035930693311863736,-0.10175695971258054,0.46370725854829037
softsign_lr_time_hl4096_epslr_0,sujianlin_softsign,811,steps_10000_20000,5001,15000.0,16720.24157411689,-1720.2415741168916,1720.2415741168916,-3915.0035983486814,-666.3755237009736,3915.0035983486814,0.0,0.035930693311863736,-0.10175695971258054,0.46370725854829037
effective_update_hl4096_epslr2_1e-12,sujianlin_update_rms,811,steps_10000_20000,5001,15000.0,16720.24321268143,-1720.243212681431,1720.243212681431,-3915.010323744489,-666.3759094823454,3915.010323744489,0.0,0.03593069305926352,-0.10175697854322381,0.46370725854829037
effective_update_hl4096_epslr2_1e-10,sujianlin_update_rms,811,steps_10000_20000,5001,15000.0,16720.405415764355,-1720.405415764355,1720.405415764355,-3915.67608966184,-666.4140981217843,3915.67608966184,0.0,0.03593083181054121,-0.1018275053355836,0.4647070585882823
softsign_lr_time_hl4096_epslr_1e-05,sujianlin_softsign,811,steps_10000_20000,5001,15000.0,16735.219297954,-1735.2192979540014,1735.2192979540014,-3970.6489062530454,-670.0776091413063,3970.6489062530454,0.0,0.035935923312379145,-0.10353929000597097,0.46370725854829037
effective_update_hl4096_epslr2_1e-08,sujianlin_update_rms,811,steps_10000_20000,5001,15000.0,16736.479745554436,-1736.4797455544358,1736.4797455544358,-3981.887661965913,-670.1959646180221,3981.887661965913,0.0,0.035937929908784104,-0.10357939500530171,0.46170765846830636
effective_update_hl512_epslr2_1e-06,sujianlin_update_rms,811,steps_10000_20000,5001,15000.0,16808.28237826639,-1808.2823782663909,1808.2823782663909,-5558.946726871229,-601.9896686551347,5558.946726871229,0.0,0.035824478913117144,-0.09396628239747239,0.4797040591881624
softsign_lr_time_hl4096_epslr_1e-04,sujianlin_softsign,811,steps_10000_20000,5001,15000.0,16859.606562290766,-1859.6065622907663,1859.6065622907663,-4448.764566179798,-700.5155126082755,4448.764566179798,0.0,0.035931400374256274,-0.10489423876423866,0.46250749850029993
softsign_lr_time_hl4096_epslr_1e-03,sujianlin_softsign,811,steps_10000_20000,5001,15000.0,17543.45163033281,-2543.451630332809,2543.451630332809,-7829.838351205013,-858.3842433062455,7829.838351205013,0.0,0.035787639879572127,-0.07760093797867432,0.4943011397720456
effective_update_hl4096_epslr2_1e-06,sujianlin_update_rms,811,steps_10000_20000,5001,15000.0,17580.852388385425,-2580.852388385425,2580.852388385425,-8430.605289076255,-861.5345585423565,8430.605289076255,0.0,0.03573868493164567,-0.06739193508197534,0.49510097980403917
s1_raw,control_s1,811,steps_10000_20000,5001,15000.0,18537.55233070463,-3537.5523307046315,3537.5523307046315,-14358.0,-1061.367700402181,14358.0,0.13517296540691862,0.035428264098311305,-0.009512137811264438,0.5252949410117976
s1_ratio,control_s1,811,steps_10000_20000,5001,15000.0,10516.412778983522,4483.587221016478,4483.587221016478,3551.983753923493,4936.748943686685,4936.748943686685,0.0,0.03507203138330614,-0.01836113908318905,0.6460707858428314
sqrt_cum_lr2,sujianlin_noise,811,steps_10000_20000,5001,15000.0,33906.0,-15284.0,15284.0,-19226.0,-2823.8876634055014,19226.0,0.6310737852429514,0.0346539587010751,0.05873955874453743,0.624875024995001
step_abs,control_step,811,steps_1000_10000,4501,5500.0,5500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034357497408232882,0.9944515500642171,0.9700066651855144
noise_ratio_eps1e-02,sujianlin_noise,811,steps_1000_10000,4501,5500.0,5501.603958100239,-1.6039581002387422,1.6039581002387422,-20.85338683300688,0.014281241738899553,20.85338683300688,0.00022217285047767163,0.03270784906635502,0.1391754638023606,0.5383248167073984
noise_ratio_eps1e-04,sujianlin_noise,811,steps_1000_10000,4501,5500.0,5501.67422862441,-1.6742286244098068,1.6742286244098068,-20.97100229856551,-0.007990684826154393,20.97100229856551,0.0,0.032707948925928765,0.1391569973409272,0.5383248167073984
noise_ratio_eps1e-12,sujianlin_noise,811,steps_1000_10000,4501,5500.0,5501.674938192968,-1.674938192967602,1.674938192967602,-20.972190190210313,-0.008235568885993416,20.972190190210313,0.0,0.03270794999427824,0.13915678559169448,0.5383248167073984
noise_ratio_eps1e00,sujianlin_noise,811,steps_1000_10000,4501,5500.0,5494.344460814509,3.9654031565723926,4.77137690754671,-8.964131132741386,5.6291473608225715,9.737823663042946,0.003999111308598089,0.03270128844674413,0.14000796452251796,0.5381026438569206
effective_update_hl64_epslr2_0,sujianlin_update_rms,811,steps_1000_10000,4501,5500.0,5505.241251645323,-5.241251645323246,5.241251645323246,-14.758971129231213,-0.5823985246413486,14.758971129231213,0.0,0.032797437231215726,0.13928913573669174,0.537880471006443
softsign_lr_time_hl64_epslr_0,sujianlin_softsign,811,steps_1000_10000,4501,5500.0,5505.241251645323,-5.241251645323246,5.241251645323246,-14.758971129231213,-0.5823985246413486,14.758971129231213,0.0,0.032797437231215726,0.13928913573669174,0.537880471006443
effective_update_hl64_epslr2_1e-12,sujianlin_update_rms,811,steps_1000_10000,4501,5500.0,5505.2413580085,-5.241358008500356,5.241358008500356,-14.759500329128059,-0.5824023834359195,14.759500329128059,0.0,0.03279743739314011,0.13928901316674888,0.537880471006443
effective_update_hl64_epslr2_1e-10,sujianlin_update_rms,811,steps_1000_10000,4501,5500.0,5505.25188689217,-5.25188689216975,5.25188689216975,-14.811885933551821,-0.5827843715590006,14.811885933551821,0.0,0.03279745336119374,0.1392774397815531,0.537880471006443
softsign_lr_time_hl64_epslr_1e-05,sujianlin_softsign,811,steps_1000_10000,4501,5500.0,5506.276484687835,-6.276484687835364,6.276484687835364,-19.746278455329957,-0.6205333216139479,19.746278455329957,0.0,0.032798646860081763,0.13865303501396148,0.5376582981559653
effective_update_hl64_epslr2_1e-08,sujianlin_update_rms,811,steps_1000_10000,4501,5500.0,5506.294420619071,-6.2944206190713885,6.2944206190713885,-19.99983199740018,-0.6206052529892077,19.99983199740018,0.0,0.03279875848514001,0.13859519392936298,0.537880471006443
softsign_lr_time_hl64_epslr_1e-04,sujianlin_softsign,811,steps_1000_10000,4501,5500.0,5514.764887677732,-14.764887677732077,14.764887677732077,-60.81900148997738,-0.9326178017511211,60.81900148997738,0.0,0.03280089385681049,0.1372174303622762,0.5376582981559653
effective_update_hl512_epslr2_0,sujianlin_update_rms,811,steps_1000_10000,4501,5500.0,5533.8292815460245,-33.829281546024504,33.829281546024504,-105.42523328292009,-2.5936504005910592,105.42523328292009,0.0,0.032807081502160745,0.13608511880962815,0.5356587425016663
softsign_lr_time_hl512_epslr_0,sujianlin_softsign,811,steps_1000_10000,4501,5500.0,5533.8292815460245,-33.829281546024504,33.829281546024504,-105.42523328292009,-2.5936504005910592,105.42523328292009,0.0,0.032807081502160745,0.13608511880962815,0.5356587425016663
effective_update_hl512_epslr2_1e-12,sujianlin_update_rms,811,steps_1000_10000,4501,5500.0,5533.82935959054,-33.82935959053975,33.82935959053975,-105.42567512144706,-2.593652249846855,105.42567512144706,0.0,0.03280708149539883,0.13608511369887133,0.5356587425016663
effective_update_hl512_epslr2_1e-10,sujianlin_update_rms,811,steps_1000_10000,4501,5500.0,5533.837085205537,-33.83708520553682,33.83708520553682,-105.46941277949554,-2.593835314590933,105.46941277949554,0.0,0.03280707948633016,0.1360856362083041,0.5356587425016663
softsign_lr_time_hl512_epslr_1e-05,sujianlin_softsign,811,steps_1000_10000,4501,5500.0,5534.591622023538,-34.59162202353764,34.59162202353764,-109.61532168890335,-2.6119419937792827,109.61532168890335,0.0,0.032807226098883924,0.13597002854462842,0.5354365696511886
effective_update_hl512_epslr2_1e-08,sujianlin_update_rms,811,steps_1000_10000,4501,5500.0,5534.602044159033,-34.60204415903263,34.60204415903263,-109.80082369465345,-2.6119606249212666,109.80082369465345,0.0,0.03280727234073105,0.13595415697263732,0.5354365696511886
softsign_lr_time_hl512_epslr_1e-04,sujianlin_softsign,811,steps_1000_10000,4501,5500.0,5540.839847894804,-40.839847894803825,40.839847894803825,-144.09694665503957,-2.761620380894101,144.09694665503957,0.0,0.03275030798222108,0.1374541698946241,0.5343257053988003
softsign_lr_time_hl64_epslr_1e-03,sujianlin_softsign,811,steps_1000_10000,4501,5500.0,5558.1361001733685,-58.136100173368504,58.136100173368504,-275.8110347484162,-2.510619664547221,275.8110347484162,0.0,0.03271537410943769,0.13810200590012547,0.5369917796045324
effective_update_hl64_epslr2_1e-06,sujianlin_update_rms,811,steps_1000_10000,4501,5500.0,5558.600821018744,-58.60082101874377,58.60082101874377,-282.6183904109512,-2.5124571326443856,282.6183904109512,0.0,0.032715401141929404,0.13811285791157404,0.5367696067540546
softsign_lr_time_hl512_epslr_1e-03,sujianlin_softsign,811,steps_1000_10000,4501,5500.0,5572.693159453718,-72.69315945371818,72.69315945371818,-323.8414152261139,-3.518037565801933,323.8414152261139,0.0,0.032719616489045436,0.1364121773073843,0.5354365696511886
effective_update_hl512_epslr2_1e-06,sujianlin_update_rms,811,steps_1000_10000,4501,5500.0,5572.962450576805,-72.96245057680517,72.96245057680517,-328.7941689180552,-3.518513188158977,328.7941689180552,0.0,0.0327209659814356,0.1362415578992055,0.5347700510997556
effective_update_hl4096_epslr2_0,sujianlin_update_rms,811,steps_1000_10000,4501,5500.0,5589.768890060721,-89.76889006072088,89.76889006072088,-382.6670187232903,-4.1067535710408265,382.6670187232903,0.0,0.03271826516182022,0.13891060818996787,0.5352143968007109
softsign_lr_time_hl4096_epslr_0,sujianlin_softsign,811,steps_1000_10000,4501,5500.0,5589.768890060721,-89.76889006072088,89.76889006072088,-382.6670187232903,-4.1067535710408265,382.6670187232903,0.0,0.03271826516182022,0.13891060818996787,0.5352143968007109
effective_update_hl4096_epslr2_1e-12,sujianlin_update_rms,811,steps_1000_10000,4501,5500.0,5589.768912558894,-89.76891255889404,89.76891255889404,-382.6671912265447,-4.106753907971779,382.6671912265447,0.0,0.03271826518880818,0.13891060930622356,0.5352143968007109
effective_update_hl4096_epslr2_1e-10,sujianlin_update_rms,811,steps_1000_10000,4501,5500.0,5589.771139628304,-89.7711396283039,89.7711396283039,-382.6842672645271,-4.10678726698211,382.6842672645271,0.0,0.03271826845269375,0.13891049866984456,0.5352143968007109
softsign_lr_time_hl4096_epslr_1e-05,sujianlin_softsign,811,steps_1000_10000,4501,5500.0,5589.990693213104,-89.99069321310435,89.99069321310435,-384.3444377806518,-4.1100894801084,384.3444377806518,0.0,0.032718558984315235,0.138846397743841,0.5343257053988003
effective_update_hl4096_epslr2_1e-08,sujianlin_update_rms,811,steps_1000_10000,4501,5500.0,5589.991646432082,-89.99164643208223,89.99164643208223,-384.3751444870559,-4.110090137733096,384.3751444870559,0.0,0.03271855992773453,0.13884615049699775,0.5343257053988003
softsign_lr_time_hl4096_epslr_1e-04,sujianlin_softsign,811,steps_1000_10000,4501,5500.0,5591.806558509659,-91.80655850965923,91.80655850965923,-398.10557235538727,-4.137384018446937,398.10557235538727,0.0,0.03271770574922658,0.13911712956602262,0.535880915352144
softsign_lr_time_hl4096_epslr_1e-03,sujianlin_softsign,811,steps_1000_10000,4501,5500.0,5601.00635999809,-101.00635999809037,101.00635999809037,-468.6171799044696,-4.275241510785008,468.6171799044696,0.0,0.0327224167856151,0.13724164991343812,0.5347700510997556
effective_update_hl4096_epslr2_1e-06,sujianlin_update_rms,811,steps_1000_10000,4501,5500.0,5601.030788559988,-101.03078855998774,101.03078855998774,-469.41818034230346,-4.2752582855446235,469.41818034230346,0.0,0.03272210546668752,0.13733014922188005,0.5347700510997556
s1_raw,control_s1,811,steps_1000_10000,4501,5500.0,5612.318341373774,-112.31834137377427,112.31834137377427,-557.1832049618188,-4.443779498189997,557.1832049618188,0.0,0.0327145839323075,0.1398411543074988,0.5383248167073984
sqrt_cum_lr2,sujianlin_noise,811,steps_1000_10000,4501,5500.0,5735.079146150722,-235.0791461507224,235.0791461507224,-1302.4611725808663,-8.931717900321246,1302.4611725808663,0.0,0.03278868574034436,0.12196463167581129,0.5269940013330371
s1_ratio,control_s1,811,steps_1000_10000,4501,5500.0,3624.4287245576684,1875.5712754423316,1875.5712754423316,657.4502764647477,3010.307554859368,3010.307554859368,0.05887580537658298,0.03293476632003495,0.05273225804380674,0.5174405687624972
step_abs,control_step,811,steps_20000_27125,3563,23562.0,23562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03211348139692149,0.9979809833469483,0.6999719337636823
effective_update_hl64_epslr2_0,sujianlin_update_rms,811,steps_20000_27125,3563,23562.0,23675.873002461114,-113.87300246111408,113.87300246111408,-147.12462742884964,-85.15439808056762,147.12462742884964,0.0,0.04062481657054331,0.11161046344901664,0.38955936008981196
softsign_lr_time_hl64_epslr_0,sujianlin_softsign,811,steps_20000_27125,3563,23562.0,23675.873002461114,-113.87300246111408,113.87300246111408,-147.12462742884964,-85.15439808056762,147.12462742884964,0.0,0.04062481657054331,0.11161046344901664,0.38955936008981196
effective_update_hl64_epslr2_1e-12,sujianlin_update_rms,811,steps_20000_27125,3563,23562.0,23675.895808423655,-113.89580842365467,113.89580842365467,-147.17086213947042,-85.16604011398813,147.17086213947042,0.0,0.040624806501347706,0.11161445707075755,0.38955936008981196
effective_update_hl64_epslr2_1e-10,sujianlin_update_rms,811,steps_20000_27125,3563,23562.0,23678.153696938734,-116.15369693873436,116.15369693873436,-151.74912134324478,-86.31855962879854,151.74912134324478,0.0,0.040625108807065935,0.11154929875236118,0.38703339882121807
softsign_lr_time_hl64_epslr_1e-05,sujianlin_softsign,811,steps_20000_27125,3563,23562.0,23814.555343019398,-252.5553430193977,252.5553430193977,-378.0826268641387,-167.23118034924482,378.0826268641388,0.0,0.040622431201827035,0.10259510424217101,0.3828234633735616
effective_update_hl64_epslr2_1e-08,sujianlin_update_rms,811,steps_20000_27125,3563,23562.0,23904.935704140345,-342.9357041403455,342.9357041403455,-620.2233275472448,-201.1516976823288,620.2233275472449,0.0,0.04063848589951046,0.09283834302304667,0.3690710075778838
effective_update_hl512_epslr2_0,sujianlin_update_rms,811,steps_20000_27125,3563,23562.0,24513.36003977334,-951.3600397733389,951.3600397733389,-1257.758411241731,-693.4890389703505,1257.758411241731,0.0,0.0405899665114319,0.07352505908420223,0.35952848722986247
softsign_lr_time_hl512_epslr_0,sujianlin_softsign,811,steps_20000_27125,3563,23562.0,24513.36003977334,-951.3600397733389,951.3600397733389,-1257.758411241731,-693.4890389703505,1257.758411241731,0.0,0.0405899665114319,0.07352505908420223,0.35952848722986247
effective_update_hl512_epslr2_1e-12,sujianlin_update_rms,811,steps_20000_27125,3563,23562.0,24513.38419899736,-951.3841989973589,951.3841989973589,-1257.8105966148535,-693.5007398770707,1257.8105966148535,0.0,0.04058995896051201,0.07352673447730768,0.3589671625035083
effective_update_hl512_epslr2_1e-10,sujianlin_update_rms,811,steps_20000_27125,3563,23562.0,24515.77610455196,-953.7761045519583,953.7761045519583,-1262.9783517053613,-694.6590947842,1262.9783517053613,0.0,0.040588707206239055,0.07415950384131526,0.3575638506876228
softsign_lr_time_hl512_epslr_1e-05,sujianlin_softsign,811,steps_20000_27125,3563,23562.0,24659.635314105806,-1097.6353141058062,1097.6353141058062,-1511.9273238533758,-776.4442326078249,1511.9273238533758,0.0,0.04057030949369374,0.07179773923027097,0.3654223968565815
effective_update_hl512_epslr2_1e-08,sujianlin_update_rms,811,steps_20000_27125,3563,23562.0,24756.3872309914,-1194.3872309914004,1194.3872309914004,-1794.311176765881,-810.1090520923127,1794.311176765881,0.0,0.04053215718597509,0.07517224944430224,0.3817008139208532
softsign_lr_time_hl64_epslr_1e-04,sujianlin_softsign,811,steps_20000_27125,3563,23562.0,25088.220053993944,-1526.220053993944,1526.220053993944,-2691.5949778990353,-885.1376739014776,2691.5949778990357,0.0,0.040429579241668116,0.08611153730918623,0.4313780522031995
softsign_lr_time_hl512_epslr_1e-04,sujianlin_softsign,811,steps_20000_27125,3563,23562.0,26014.064318848094,-2452.0643188480935,2452.0643188480935,-4096.046426047097,-1503.3388315801508,4096.046426047097,0.0,0.04018648261606963,0.08819058442671658,0.48807184956497335
s1_ratio,control_s1,811,steps_20000_27125,3563,23562.0,19389.41838157712,4172.581618422879,4172.581618422879,1646.2563894041728,4884.926588960183,4884.926588960183,0.0,0.04061651774351648,-0.03828971170575897,0.3592478248666854
noise_ratio_eps1e00,sujianlin_noise,811,steps_20000_27125,3563,23562.0,27743.23471673166,-4181.234716731658,4181.234716731658,-7937.6,-1646.069058806825,7937.6,0.23687903452147066,0.03959838017501957,0.0871177726674387,0.5632893628964356
noise_ratio_eps1e-02,sujianlin_noise,811,steps_20000_27125,3563,23562.0,27820.56815323667,-4258.568153236669,4258.568153236669,-7969.921338842732,-1686.8661272751224,7969.921338842732,0.24165029469548133,0.03957045063768145,0.08796695790989105,0.5672186359809149
noise_ratio_eps1e-04,sujianlin_noise,811,steps_20000_27125,3563,23562.0,27821.344467869814,-4259.344467869814,4259.344467869814,-7970.722145223105,-1687.2743157885777,7970.722145223105,0.24165029469548133,0.039568722571278324,0.08830881386202336,0.5680606230704462
noise_ratio_eps1e-12,sujianlin_noise,811,steps_20000_27125,3563,23562.0,27821.35230929736,-4259.352309297359,4259.352309297359,-7970.7326179485535,-1687.2784389781496,7970.7326179485535,0.24165029469548133,0.03956870688650981,0.08831173339343112,0.5680606230704462
effective_update_hl4096_epslr2_0,sujianlin_update_rms,811,steps_20000_27125,3563,23562.0,33762.67177123509,-8006.0,8006.0,-9841.491120575334,-5599.073887816748,9841.491120575334,0.4922817850126298,0.03842814699139706,0.09359736361353951,0.7083918046589952
effective_update_hl4096_epslr2_1e-12,sujianlin_update_rms,811,steps_20000_27125,3563,23562.0,33762.71635418533,-8006.0,8006.0,-9841.52506307647,-5599.08752891825,9841.52506307647,0.4922817850126298,0.03842812747340021,0.0936070428996542,0.7083918046589952
softsign_lr_time_hl4096_epslr_0,sujianlin_softsign,811,steps_20000_27125,3563,23562.0,33762.67177123509,-8006.0,8006.0,-9841.491120575334,-5599.073887816748,9841.491120575334,0.4922817850126298,0.03842814699139706,0.09359736361353951,0.7083918046589952
effective_update_hl4096_epslr2_1e-10,sujianlin_update_rms,811,steps_20000_27125,3563,23562.0,33767.12997308509,-8007.911582096214,8007.911582096214,-9842.482929445414,-5600.437946781749,9842.482929445414,0.4925624473758069,0.03842600350538905,0.09427907870654796,0.7092337917485265
softsign_lr_time_hl4096_epslr_1e-05,sujianlin_softsign,811,steps_20000_27125,3563,23562.0,33906.0,-8077.315625846706,8077.315625846706,-9933.770178112485,-5703.774178517284,9933.770178112485,0.5063149031714848,0.03840594252624354,0.08317888831575518,0.7120404153802975
effective_update_hl4096_epslr2_1e-08,sujianlin_update_rms,811,steps_20000_27125,3563,23562.0,33906.0,-8108.0,8108.0,-9987.789936028767,-5735.452261893492,9987.789936028768,0.5152960987931519,0.038401549206196116,0.08181307072045102,0.7123210777434746
softsign_lr_time_hl4096_epslr_1e-04,sujianlin_softsign,811,steps_20000_27125,3563,23562.0,33906.0,-8612.652010143374,8612.652010143374,-10619.6,-6640.774217427889,10619.6,0.6090373280943026,0.03829994830308321,0.05378780284429771,0.7263541959023295
softsign_lr_time_hl64_epslr_1e-03,sujianlin_softsign,811,steps_20000_27125,3563,23562.0,33906.0,-8979.296063910999,8979.296063910999,-11263.6,-6864.181367938593,11263.6,0.7109177659275892,0.03825176893480657,0.04317387989421371,0.7300028066236318
softsign_lr_time_hl512_epslr_1e-03,sujianlin_softsign,811,steps_20000_27125,3563,23562.0,33906.0,-9216.0,9216.0,-11503.873911843337,-7090.4,11503.873911843337,0.744877911872018,0.038226935242838156,0.039572331739498014,0.7339320797081111
effective_update_hl64_epslr2_1e-06,sujianlin_update_rms,811,steps_20000_27125,3563,23562.0,33906.0,-9730.0,9730.0,-12137.6,-7470.4,12137.6,0.8377771540836374,0.03810412573776198,0.048552071460076375,0.7527364580409767
effective_update_hl512_epslr2_1e-06,sujianlin_update_rms,811,steps_20000_27125,3563,23562.0,33906.0,-9883.918190791177,9883.918190791177,-12291.631394355882,-7494.4,12291.631394355883,0.8593881560482739,0.0380472347794984,0.04586363569161694,0.7583497053045186
effective_update_hl4096_epslr2_1e-06,sujianlin_update_rms,811,steps_20000_27125,3563,23562.0,33906.0,-10344.0,10344.0,-13193.6,-7494.4,13193.6,0.9865282065674993,0.03801908647447618,-0.03091009688004179,0.7642436149312377
s1_raw,control_s1,811,steps_20000_27125,3563,23562.0,33906.0,-10344.0,10344.0,-13193.6,-7494.4,13193.6,1.0,0.03801791162035698,,0.7642436149312377
softsign_lr_time_hl4096_epslr_1e-03,sujianlin_softsign,811,steps_20000_27125,3563,23562.0,33906.0,-10344.0,10344.0,-12929.790985125735,-7494.4,12929.790985125735,0.9472354757227056,0.038004477564663915,-0.04775912948044619,0.7642436149312377
sqrt_cum_lr2,sujianlin_noise,811,steps_20000_27125,3563,23562.0,33906.0,-10344.0,10344.0,-13193.6,-7494.4,13193.6,1.0,0.03801791162035698,,0.7642436149312377
step_abs,control_step,811,steps_27126_33906,3391,30516.0,30516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015018734804555635,0.879386487565081,0.8670008846947803
effective_update_hl64_epslr2_1e-10,sujianlin_update_rms,811,steps_27126_33906,3391,30516.0,30586.257320978104,-33.19549563459441,51.41906961467248,-64.13510566646801,56.91664840876183,64.13510566646801,0.0,0.03563915282171687,-0.34872762112362915,0.41226776762017103
effective_update_hl64_epslr2_1e-12,sujianlin_update_rms,811,steps_27126_33906,3391,30516.0,30574.81602088298,-27.17896369679147,57.5938614175102,-54.073002899440326,67.83300201290695,68.95430053394011,0.0,0.035640683526516954,-0.3495629238918247,0.41285756414037156
effective_update_hl64_epslr2_0,sujianlin_update_rms,811,steps_27126_33906,3391,30516.0,30574.700505191693,-27.118124349453865,57.68152833590284,-53.991096562756866,67.94210775859756,69.05809478754236,0.0,0.03564067158080344,-0.34956899399734914,0.41226776762017103
softsign_lr_time_hl64_epslr_0,sujianlin_softsign,811,steps_27126_33906,3391,30516.0,30574.700505191693,-27.118124349453865,57.68152833590284,-53.991096562756866,67.94210775859756,69.05809478754236,0.0,0.03564067158080344,-0.34956899399734914,0.41226776762017103
softsign_lr_time_hl64_epslr_1e-05,sujianlin_softsign,811,steps_27126_33906,3391,30516.0,30961.254570563782,-317.53562689995306,317.53562689995306,-409.33077961851086,-306.2182410198293,409.33077961851086,0.0468888233559422,0.035607337273187586,-0.3486095719013268,0.4264228841049838
s1_ratio,control_s1,811,steps_27126_33906,3391,30516.0,31754.642939901783,-401.17695389333676,401.17695389333676,-1054.6918143729163,161.71400749052555,1054.6918143729163,0.0,0.03559753801259743,-0.31476854744771354,0.4340902388675907
effective_update_hl512_epslr2_0,sujianlin_update_rms,811,steps_27126_33906,3391,30516.0,31051.662664160525,-519.5765204228373,519.5765204228373,-952.9390440811112,388.0208701464944,952.9390440811112,0.0,0.03553473406403825,-0.3549662177139535,0.47272191094072546
softsign_lr_time_hl512_epslr_0,sujianlin_softsign,811,steps_27126_33906,3391,30516.0,31051.662664160525,-519.5765204228373,519.5765204228373,-952.9390440811112,388.0208701464944,952.9390440811112,0.0,0.03553473406403825,-0.3549662177139535,0.47272191094072546
effective_update_hl512_epslr2_1e-12,sujianlin_update_rms,811,steps_27126_33906,3391,30516.0,31051.777412236912,-519.6760338307504,519.6760338307504,-953.0075137633248,387.8862432987589,953.0075137633248,0.0,0.035534719932130525,-0.3550223951383063,0.47272191094072546
effective_update_hl512_epslr2_1e-10,sujianlin_update_rms,811,steps_27126_33906,3391,30516.0,31063.14278914025,-529.5393335784611,529.5393335784611,-959.7885739897829,374.5500078874029,959.7885739897829,0.0,0.03553266586118933,-0.35732864933827063,0.4747861987614273
softsign_lr_time_hl512_epslr_1e-05,sujianlin_softsign,811,steps_27126_33906,3391,30516.0,31454.023312413294,-887.6997931662299,887.6997931662299,-1257.5599260396812,-36.49345607790019,1257.5599260396812,0.001474491300501327,0.03544352702778054,-0.29899541635266297,0.5458566794455912
effective_update_hl64_epslr2_1e-08,sujianlin_update_rms,811,steps_27126_33906,3391,30516.0,31781.498210155543,-995.5784425190213,995.5784425190213,-1167.7009742315277,-635.0925963405025,1167.7009742315277,0.16897670303745208,0.03554940626621038,-0.35533410059138576,0.44971984665290476
effective_update_hl512_epslr2_1e-08,sujianlin_update_rms,811,steps_27126_33906,3391,30516.0,32250.99477141137,-1456.9215582563193,1456.9215582563193,-1711.7486610565065,-678.0,1711.7486610565065,0.15157770569153642,0.03539822658032613,-0.2897406806178039,0.5452668829253907
softsign_lr_time_hl64_epslr_1e-04,sujianlin_softsign,811,steps_27126_33906,3391,30516.0,33906.0,-3098.0,3098.0,-3935.071103739392,-678.0,3935.071103739392,0.6145679740489531,0.035168992795596474,0.04517807038769983,0.5458566794455912
effective_update_hl4096_epslr2_0,sujianlin_update_rms,811,steps_27126_33906,3391,30516.0,33906.0,-3390.0,3390.0,-6102.0,-678.0,6102.0,1.0,0.035115523819606274,,0.5458566794455912
