coordinate,coordinate_group,target_schedule,window,n,target_step_median,equiv_cosine_step_median,median_step_warp,median_abs_step_warp,q10_step_warp,q90_step_warp,q90_abs_step_warp,outside_support_frac,window_mae,residual_alignment_corr,sign_agreement
softsign_lr_time_hl4096_epslr_0,sujianlin_softsign,811,last_2048_sampled,2048,31859.0,33906.0,-2047.0,2047.0,-3684.6,-409.4000000000001,3684.6,1.0,0.03296580355848792,,0.44921875
softsign_lr_time_hl4096_epslr_1e-03,sujianlin_softsign,811,last_2048_sampled,2048,31859.0,33906.0,-2047.0,2047.0,-3684.6,-409.4000000000001,3684.6,1.0,0.03296580355848792,,0.44921875
softsign_lr_time_hl4096_epslr_1e-04,sujianlin_softsign,811,last_2048_sampled,2048,31859.0,33906.0,-2047.0,2047.0,-3684.6,-409.4000000000001,3684.6,1.0,0.03296580355848792,,0.44921875
softsign_lr_time_hl4096_epslr_1e-05,sujianlin_softsign,811,last_2048_sampled,2048,31859.0,33906.0,-2047.0,2047.0,-3684.6,-409.4000000000001,3684.6,1.0,0.03296580355848792,,0.44921875
softsign_lr_time_hl512_epslr_1e-03,sujianlin_softsign,811,last_2048_sampled,2048,31859.0,33906.0,-2047.0,2047.0,-3684.6,-409.4000000000001,3684.6,1.0,0.03296580355848792,,0.44921875
softsign_lr_time_hl512_epslr_1e-04,sujianlin_softsign,811,last_2048_sampled,2048,31859.0,33906.0,-2047.0,2047.0,-3684.6,-409.4000000000001,3684.6,1.0,0.032800950542946856,,0.44921875
softsign_lr_time_hl64_epslr_1e-03,sujianlin_softsign,811,last_2048_sampled,2048,31859.0,33906.0,-2047.0,2047.0,-3684.6,-409.4000000000001,3684.6,1.0,0.03296580355848792,,0.44921875
softsign_lr_time_hl64_epslr_1e-04,sujianlin_softsign,811,last_2048_sampled,2048,31859.0,33906.0,-2047.0,2047.0,-3684.6,-409.4000000000001,3684.6,1.0,0.03265495377534228,,0.44921875
sqrt_cum_lr2,sujianlin_noise,811,last_2048_sampled,2048,31859.0,33906.0,-2047.0,2047.0,-3684.6,-409.4000000000001,3684.6,1.0,0.03296580355848792,,0.44921875
step_abs,control_step,811,last_512_sampled,512,33395.0,33395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015742834179427047,0.9996646471869358,0.890625
softsign_lr_time_hl512_epslr_1e-05,sujianlin_softsign,811,last_512_sampled,512,33395.0,33421.92735198007,-26.927351980069943,26.927351980069943,-55.304505529043674,-11.621639399795093,55.30450552904368,0.009765625,0.03462144929342946,0.0008164151123496201,0.388671875
effective_update_hl64_epslr2_1e-10,sujianlin_update_rms,811,last_512_sampled,512,33395.0,33346.61434249318,48.38565750681664,48.38565750681664,47.75547281839026,49.55694747951638,49.55694747951638,0.0,0.034624936091840586,0.016212672365017427,0.388671875
effective_update_hl64_epslr2_1e-12,sujianlin_update_rms,811,last_512_sampled,512,33395.0,33336.69572434698,58.30427565302307,58.30427565302307,57.64276253046264,59.54681016877148,59.54681016877148,0.0,0.03462460564716592,0.011978130122705464,0.388671875
effective_update_hl64_epslr2_0,sujianlin_update_rms,811,last_512_sampled,512,33395.0,33336.59590740016,58.40409259984517,58.40409259984517,57.74225435631015,59.647364626143826,59.647364626143826,0.0,0.03462446086428249,0.011791243292340135,0.388671875
softsign_lr_time_hl64_epslr_0,sujianlin_softsign,811,last_512_sampled,512,33395.0,33336.59590740016,58.40409259984517,58.40409259984517,57.74225435631015,59.647364626143826,59.647364626143826,0.0,0.03462446086428249,0.011791243292340135,0.388671875
s1_ratio,control_s1,811,last_512_sampled,512,33395.0,33572.29903172656,-177.2990317265576,177.2990317265576,-320.09757920200866,-35.413703989484176,320.09757920200866,0.0,0.034595430967288815,0.030510809877306217,0.388671875
softsign_lr_time_hl64_epslr_1e-05,sujianlin_softsign,811,last_512_sampled,512,33395.0,33712.54876962294,-317.1669155259806,317.1669155259806,-317.6156969545038,-102.19999999999993,317.6156969545038,0.310546875,0.03459415180714505,0.03683156868205573,0.388671875
effective_update_hl512_epslr2_1e-10,sujianlin_update_rms,811,last_512_sampled,512,33395.0,33011.89590140171,383.1040985982909,383.1040985982909,356.80338493015296,395.21434044196866,395.21434044196866,0.0,0.03473579298878106,-0.014648473948465742,0.388671875
effective_update_hl512_epslr2_1e-12,sujianlin_update_rms,811,last_512_sampled,512,33395.0,32998.56904056722,396.43095943277876,396.43095943277876,370.12435710026,408.4691375974726,408.4691375974726,0.0,0.03474007326462758,-0.01026451060107504,0.388671875
effective_update_hl512_epslr2_0,sujianlin_update_rms,811,last_512_sampled,512,33395.0,32998.434511353145,396.56548864685465,396.56548864685465,370.2588436242742,408.60292148537627,408.60292148537627,0.0,0.034740436905135355,-0.010370077787621725,0.388671875
softsign_lr_time_hl512_epslr_0,sujianlin_softsign,811,last_512_sampled,512,33395.0,32998.434511353145,396.56548864685465,396.56548864685465,370.2588436242742,408.60292148537627,408.60292148537627,0.0,0.034740436905135355,-0.010370077787621725,0.388671875
effective_update_hl4096_epslr2_0,sujianlin_update_rms,811,last_512_sampled,512,33395.0,33906.0,-511.0,511.0,-919.8,-102.19999999999993,919.8000000000001,1.0,0.03515818381258506,,0.388671875
effective_update_hl4096_epslr2_1e-06,sujianlin_update_rms,811,last_512_sampled,512,33395.0,33906.0,-511.0,511.0,-919.8,-102.19999999999993,919.8000000000001,1.0,0.03515818381258506,,0.388671875
effective_update_hl4096_epslr2_1e-08,sujianlin_update_rms,811,last_512_sampled,512,33395.0,33906.0,-511.0,511.0,-919.8,-102.19999999999993,919.8000000000001,1.0,0.03515818381258506,,0.388671875
effective_update_hl4096_epslr2_1e-10,sujianlin_update_rms,811,last_512_sampled,512,33395.0,33906.0,-511.0,511.0,-919.8,-102.19999999999993,919.8000000000001,1.0,0.03515818381258506,,0.388671875
effective_update_hl4096_epslr2_1e-12,sujianlin_update_rms,811,last_512_sampled,512,33395.0,33906.0,-511.0,511.0,-919.8,-102.19999999999993,919.8000000000001,1.0,0.03515818381258506,,0.388671875
effective_update_hl512_epslr2_1e-06,sujianlin_update_rms,811,last_512_sampled,512,33395.0,33906.0,-511.0,511.0,-919.8,-102.19999999999993,919.8000000000001,1.0,0.03515818381258506,,0.388671875
effective_update_hl512_epslr2_1e-08,sujianlin_update_rms,811,last_512_sampled,512,33395.0,33906.0,-511.0,511.0,-919.8,-102.19999999999993,919.8000000000001,1.0,0.034589429148253054,,0.388671875
effective_update_hl64_epslr2_1e-06,sujianlin_update_rms,811,last_512_sampled,512,33395.0,33906.0,-511.0,511.0,-919.8,-102.19999999999993,919.8000000000001,1.0,0.03515818381258506,,0.388671875
effective_update_hl64_epslr2_1e-08,sujianlin_update_rms,811,last_512_sampled,512,33395.0,33906.0,-511.0,511.0,-919.8,-102.19999999999993,919.8000000000001,1.0,0.034589429148253054,,0.388671875
noise_ratio_eps1e-02,sujianlin_noise,811,last_512_sampled,512,33395.0,33906.0,-511.0,511.0,-919.8,-102.19999999999993,919.8000000000001,1.0,0.03515818381258506,,0.388671875
noise_ratio_eps1e-04,sujianlin_noise,811,last_512_sampled,512,33395.0,33906.0,-511.0,511.0,-919.8,-102.19999999999993,919.8000000000001,1.0,0.03515818381258506,,0.388671875
noise_ratio_eps1e-12,sujianlin_noise,811,last_512_sampled,512,33395.0,33906.0,-511.0,511.0,-919.8,-102.19999999999993,919.8000000000001,1.0,0.03515818381258506,,0.388671875
noise_ratio_eps1e00,sujianlin_noise,811,last_512_sampled,512,33395.0,33906.0,-511.0,511.0,-919.8,-102.19999999999993,919.8000000000001,1.0,0.03515818381258506,,0.388671875
s1_raw,control_s1,811,last_512_sampled,512,33395.0,33906.0,-511.0,511.0,-919.8,-102.19999999999993,919.8000000000001,1.0,0.03515818381258506,,0.388671875
softsign_lr_time_hl4096_epslr_0,sujianlin_softsign,811,last_512_sampled,512,33395.0,33906.0,-511.0,511.0,-919.8,-102.19999999999993,919.8000000000001,1.0,0.03515818381258506,,0.388671875
softsign_lr_time_hl4096_epslr_1e-03,sujianlin_softsign,811,last_512_sampled,512,33395.0,33906.0,-511.0,511.0,-919.8,-102.19999999999993,919.8000000000001,1.0,0.03515818381258506,,0.388671875
softsign_lr_time_hl4096_epslr_1e-04,sujianlin_softsign,811,last_512_sampled,512,33395.0,33906.0,-511.0,511.0,-919.8,-102.19999999999993,919.8000000000001,1.0,0.03515818381258506,,0.388671875
softsign_lr_time_hl4096_epslr_1e-05,sujianlin_softsign,811,last_512_sampled,512,33395.0,33906.0,-511.0,511.0,-919.8,-102.19999999999993,919.8000000000001,1.0,0.03515818381258506,,0.388671875
softsign_lr_time_hl512_epslr_1e-03,sujianlin_softsign,811,last_512_sampled,512,33395.0,33906.0,-511.0,511.0,-919.8,-102.19999999999993,919.8000000000001,1.0,0.03515818381258506,,0.388671875
softsign_lr_time_hl512_epslr_1e-04,sujianlin_softsign,811,last_512_sampled,512,33395.0,33906.0,-511.0,511.0,-919.8,-102.19999999999993,919.8000000000001,1.0,0.0348677452989279,,0.388671875
softsign_lr_time_hl64_epslr_1e-03,sujianlin_softsign,811,last_512_sampled,512,33395.0,33906.0,-511.0,511.0,-919.8,-102.19999999999993,919.8000000000001,1.0,0.03515818381258506,,0.388671875
softsign_lr_time_hl64_epslr_1e-04,sujianlin_softsign,811,last_512_sampled,512,33395.0,33906.0,-511.0,511.0,-919.8,-102.19999999999993,919.8000000000001,1.0,0.034589429148253054,,0.388671875
sqrt_cum_lr2,sujianlin_noise,811,last_512_sampled,512,33395.0,33906.0,-511.0,511.0,-919.8,-102.19999999999993,919.8000000000001,1.0,0.03515818381258506,,0.388671875
step_abs,control_step,811,steps_10000_20000,5001,15000.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01745984954634702,0.9848463695996059,0.8416316736652669
effective_update_hl64_epslr2_0,sujianlin_update_rms,811,steps_10000_20000,5001,15000.0,15042.068859767618,-42.06885976761805,42.06885976761805,-70.28891012158783,-21.874726755255324,70.28891012158783,0.0,0.03544180326112958,-0.08523451084840991,0.5242951409718056
softsign_lr_time_hl64_epslr_0,sujianlin_softsign,811,steps_10000_20000,5001,15000.0,15042.068859767618,-42.06885976761805,42.06885976761805,-70.28891012158783,-21.874726755255324,70.28891012158783,0.0,0.03544180326112958,-0.08523451084840991,0.5242951409718056
effective_update_hl64_epslr2_1e-12,sujianlin_update_rms,811,steps_10000_20000,5001,15000.0,15042.071854324213,-42.071854324212836,42.071854324212836,-70.29672919393488,-21.875720881156667,70.29672919393488,0.0,0.03544180574926415,-0.08523309601493985,0.5242951409718056
effective_update_hl64_epslr2_1e-10,sujianlin_update_rms,811,steps_10000_20000,5001,15000.0,15042.368289915477,-42.36828991547736,42.36828991547736,-71.07077066458442,-21.974129954080126,71.07077066458442,0.0,0.0354419314711364,-0.08507429386277274,0.5240951809638073
softsign_lr_time_hl64_epslr_1e-05,sujianlin_softsign,811,steps_10000_20000,5001,15000.0,15067.570839472135,-67.57083947213505,67.57083947213505,-129.37745233436,-31.011256860716458,129.37745233436,0.0,0.03545055598353455,-0.08586043851833182,0.5248950209958009
effective_update_hl64_epslr2_1e-08,sujianlin_update_rms,811,steps_10000_20000,5001,15000.0,15071.756689222482,-71.75668922248224,71.75668922248224,-148.00848961601514,-31.72177157126498,148.00848961601514,0.0,0.03545161181248828,-0.08528730915149783,0.5262947410517896
noise_ratio_eps1e00,sujianlin_noise,811,steps_10000_20000,5001,15000.0,15250.12210510356,-250.1221051035609,250.1221051035609,-965.8066418847447,-40.072887158556114,965.8066418847447,0.0,0.03562379832503557,-0.0991933057193374,0.5112977404519096
noise_ratio_eps1e-02,sujianlin_noise,811,steps_10000_20000,5001,15000.0,15271.288446771588,-271.2884467715885,271.2884467715885,-997.929791825878,-54.599583121478645,997.929791825878,0.0,0.0356347584880395,-0.0986089697026165,0.5090981803639272
noise_ratio_eps1e-04,sujianlin_noise,811,steps_10000_20000,5001,15000.0,15271.499489636519,-271.4994896365188,271.4994896365188,-998.250863805446,-54.743855257022005,998.250863805446,0.0,0.03563438440912865,-0.09846652133165044,0.5092981403719257
noise_ratio_eps1e-12,sujianlin_noise,811,steps_10000_20000,5001,15000.0,15271.501621288395,-271.50162128839474,271.50162128839474,-998.2541070579173,-54.74531243106685,998.2541070579173,0.0,0.035634380797438005,-0.09846509940818489,0.5092981403719257
softsign_lr_time_hl64_epslr_1e-04,sujianlin_softsign,811,steps_10000_20000,5001,15000.0,15281.085376612877,-281.08537661287664,281.08537661287664,-636.8611335659152,-106.53296945484544,636.8611335659152,0.0,0.03551283993317101,-0.09062542153839402,0.5132973405318936
effective_update_hl512_epslr2_0,sujianlin_update_rms,811,steps_10000_20000,5001,15000.0,15324.88102713723,-324.88102713722947,324.88102713722947,-563.6667831572122,-161.15697812466897,563.6667831572122,0.0,0.03551363981777729,-0.09085583519496229,0.5128974205158968
