coordinate,coordinate_group,config,target_schedule,window,n,mae_baseline,mae_corrected,mae_improvement,relative_mae_improvement_pct,rmse_baseline,rmse_corrected,rmse_improvement,r2_corrected,signed_bias_corrected,endpoint_abs_diff,step_mae,step_rmse,mae_gap_vs_step,rmse_gap_vs_step,verdict
effective_update_hl512_epslr2_1e-12,sujianlin_update_rms,interp_roll501_shrink0.5_clip0.15,wsd,full,16454,0.03772038950173981,0.03763665924121414,8.373026052566762e-05,0.22197612917492715,0.04727466039406645,0.047173762951131126,0.00010089744293532293,0.9266267261363728,0.02038350320137039,0.04764465544245189,0.02076747763849802,0.025158663160201444,0.01686918160271612,0.022015099790929683,helps_but_weaker_than_step
effective_update_hl64_epslr2_1e-08,sujianlin_update_rms,interp_roll501_shrink0.5_clip0.15,wsd,full,16454,0.03772038950173981,0.03764756109928541,7.282840245440014e-05,0.1930743648631757,0.04727466039406645,0.04719273311464103,8.192727942541583e-05,0.9265677025274442,0.020429617341522262,0.04764465544245189,0.02076747763849802,0.025158663160201444,0.016880083460787388,0.02203406995443959,helps_but_weaker_than_step
softsign_lr_time_hl64_epslr_1e-05,sujianlin_softsign,interp_roll501_shrink0.5_clip0.15,wsd,full,16454,0.03772038950173981,0.03767558565843457,4.480384330524112e-05,0.1187788458631229,0.04727466039406645,0.04722451511503446,5.0145279031986456e-05,0.9264687630928428,0.020457844691904155,0.04764465544245189,0.02076747763849802,0.025158663160201444,0.016908108019936547,0.02206585195483302,helps_but_weaker_than_step
effective_update_hl64_epslr2_1e-10,sujianlin_update_rms,interp_roll501_shrink0.5_clip0.15,wsd,full,16454,0.03772038950173981,0.037694659855438115,2.572964630169483e-05,0.0682115074673555,0.04727466039406645,0.04724635008486004,2.8310309206407147e-05,0.9264007508110473,0.020483249633808428,0.04764465544245189,0.02076747763849802,0.025158663160201444,0.016927182216940093,0.0220876869246586,helps_but_weaker_than_step
effective_update_hl64_epslr2_1e-12,sujianlin_update_rms,interp_roll501_shrink0.5_clip0.15,wsd,full,16454,0.03772038950173981,0.03769523483923285,2.515466250695847e-05,0.0666871759258961,0.04727466039406645,0.04724702052530281,2.763986876364033e-05,0.9263986620036272,0.020483866212864407,0.04764465544245189,0.02076747763849802,0.025158663160201444,0.01692775720073483,0.022088357365101365,helps_but_weaker_than_step
effective_update_hl64_epslr2_0,sujianlin_update_rms,interp_roll501_shrink0.5_clip0.15,wsd,full,16454,0.03772038950173981,0.03769524013670912,2.514936503068832e-05,0.0666731318602326,0.04727466039406645,0.047247022136616544,2.7638257449905113e-05,0.9263986569834228,0.020483870804999478,0.04764465544245189,0.02076747763849802,0.025158663160201444,0.0169277624982111,0.0220883589764151,helps_but_weaker_than_step
softsign_lr_time_hl64_epslr_0,sujianlin_softsign,interp_roll501_shrink0.5_clip0.15,wsd,full,16454,0.03772038950173981,0.03769524013670912,2.514936503068832e-05,0.0666731318602326,0.04727466039406645,0.047247022136616544,2.7638257449905113e-05,0.9263986569834228,0.020483870804999478,0.04764465544245189,0.02076747763849802,0.025158663160201444,0.0169277624982111,0.0220883589764151,helps_but_weaker_than_step
step_abs,control_step,interp_raw_shrink1_clip0.15,wsd,last_2048_sampled,2048,0.033818500438614396,0.009309824120109087,0.02450867631850531,72.47120954695255,0.042537748476090195,0.012272615978553456,0.03026513249753674,0.9141375656916927,0.00818855614750082,0.0045613889480131675,0.009309824120109087,0.012272615978553456,0.0,0.0,step_reference
effective_update_hl4096_epslr2_0,sujianlin_update_rms,interp_roll501_shrink1_clip0.15,wsd,last_2048_sampled,2048,0.033818500438614396,0.033058288006031715,0.0007602124325826812,2.2479188098909937,0.042537748476090195,0.04151397713794327,0.0010237713381469268,0.017533861847383814,0.008691616232473316,0.04961961143450555,0.009309824120109087,0.012272615978553456,0.023748463885922628,0.029241361159389814,helps_but_weaker_than_step
effective_update_hl4096_epslr2_1e-06,sujianlin_update_rms,interp_roll501_shrink1_clip0.15,wsd,last_2048_sampled,2048,0.033818500438614396,0.033058288006031715,0.0007602124325826812,2.2479188098909937,0.042537748476090195,0.04151397713794327,0.0010237713381469268,0.017533861847383814,0.008691616232473316,0.04961961143450555,0.009309824120109087,0.012272615978553456,0.023748463885922628,0.029241361159389814,helps_but_weaker_than_step
effective_update_hl4096_epslr2_1e-08,sujianlin_update_rms,interp_roll501_shrink1_clip0.15,wsd,last_2048_sampled,2048,0.033818500438614396,0.033058288006031715,0.0007602124325826812,2.2479188098909937,0.042537748476090195,0.04151397713794327,0.0010237713381469268,0.017533861847383814,0.008691616232473316,0.04961961143450555,0.009309824120109087,0.012272615978553456,0.023748463885922628,0.029241361159389814,helps_but_weaker_than_step
effective_update_hl4096_epslr2_1e-10,sujianlin_update_rms,interp_roll501_shrink1_clip0.15,wsd,last_2048_sampled,2048,0.033818500438614396,0.033058288006031715,0.0007602124325826812,2.2479188098909937,0.042537748476090195,0.04151397713794327,0.0010237713381469268,0.017533861847383814,0.008691616232473316,0.04961961143450555,0.009309824120109087,0.012272615978553456,0.023748463885922628,0.029241361159389814,helps_but_weaker_than_step
effective_update_hl4096_epslr2_1e-12,sujianlin_update_rms,interp_roll501_shrink1_clip0.15,wsd,last_2048_sampled,2048,0.033818500438614396,0.033058288006031715,0.0007602124325826812,2.2479188098909937,0.042537748476090195,0.04151397713794327,0.0010237713381469268,0.017533861847383814,0.008691616232473316,0.04961961143450555,0.009309824120109087,0.012272615978553456,0.023748463885922628,0.029241361159389814,helps_but_weaker_than_step
effective_update_hl512_epslr2_1e-06,sujianlin_update_rms,interp_roll501_shrink1_clip0.15,wsd,last_2048_sampled,2048,0.033818500438614396,0.033058288006031715,0.0007602124325826812,2.2479188098909937,0.042537748476090195,0.04151397713794327,0.0010237713381469268,0.017533861847383814,0.008691616232473316,0.04961961143450555,0.009309824120109087,0.012272615978553456,0.023748463885922628,0.029241361159389814,helps_but_weaker_than_step
effective_update_hl64_epslr2_1e-06,sujianlin_update_rms,interp_roll501_shrink1_clip0.15,wsd,last_2048_sampled,2048,0.033818500438614396,0.033058288006031715,0.0007602124325826812,2.2479188098909937,0.042537748476090195,0.04151397713794327,0.0010237713381469268,0.017533861847383814,0.008691616232473316,0.04961961143450555,0.009309824120109087,0.012272615978553456,0.023748463885922628,0.029241361159389814,helps_but_weaker_than_step
noise_ratio_eps1e-02,sujianlin_noise,interp_roll501_shrink1_clip0.15,wsd,last_2048_sampled,2048,0.033818500438614396,0.033058288006031715,0.0007602124325826812,2.2479188098909937,0.042537748476090195,0.04151397713794327,0.0010237713381469268,0.017533861847383814,0.008691616232473316,0.04961961143450555,0.009309824120109087,0.012272615978553456,0.023748463885922628,0.029241361159389814,helps_but_weaker_than_step
noise_ratio_eps1e-04,sujianlin_noise,interp_roll501_shrink1_clip0.15,wsd,last_2048_sampled,2048,0.033818500438614396,0.033058288006031715,0.0007602124325826812,2.2479188098909937,0.042537748476090195,0.04151397713794327,0.0010237713381469268,0.017533861847383814,0.008691616232473316,0.04961961143450555,0.009309824120109087,0.012272615978553456,0.023748463885922628,0.029241361159389814,helps_but_weaker_than_step
noise_ratio_eps1e-12,sujianlin_noise,interp_roll501_shrink1_clip0.15,wsd,last_2048_sampled,2048,0.033818500438614396,0.033058288006031715,0.0007602124325826812,2.2479188098909937,0.042537748476090195,0.04151397713794327,0.0010237713381469268,0.017533861847383814,0.008691616232473316,0.04961961143450555,0.009309824120109087,0.012272615978553456,0.023748463885922628,0.029241361159389814,helps_but_weaker_than_step
noise_ratio_eps1e00,sujianlin_noise,interp_roll501_shrink1_clip0.15,wsd,last_2048_sampled,2048,0.033818500438614396,0.033058288006031715,0.0007602124325826812,2.2479188098909937,0.042537748476090195,0.04151397713794327,0.0010237713381469268,0.017533861847383814,0.008691616232473316,0.04961961143450555,0.009309824120109087,0.012272615978553456,0.023748463885922628,0.029241361159389814,helps_but_weaker_than_step
s1_raw,control_s1,interp_roll501_shrink1_clip0.15,wsd,last_2048_sampled,2048,0.033818500438614396,0.033058288006031715,0.0007602124325826812,2.2479188098909937,0.042537748476090195,0.04151397713794327,0.0010237713381469268,0.017533861847383814,0.008691616232473316,0.04961961143450555,0.009309824120109087,0.012272615978553456,0.023748463885922628,0.029241361159389814,helps_but_weaker_than_step
softsign_lr_time_hl4096_epslr_0,sujianlin_softsign,interp_roll501_shrink1_clip0.15,wsd,last_2048_sampled,2048,0.033818500438614396,0.033058288006031715,0.0007602124325826812,2.2479188098909937,0.042537748476090195,0.04151397713794327,0.0010237713381469268,0.017533861847383814,0.008691616232473316,0.04961961143450555,0.009309824120109087,0.012272615978553456,0.023748463885922628,0.029241361159389814,helps_but_weaker_than_step
softsign_lr_time_hl4096_epslr_1e-03,sujianlin_softsign,interp_roll501_shrink1_clip0.15,wsd,last_2048_sampled,2048,0.033818500438614396,0.033058288006031715,0.0007602124325826812,2.2479188098909937,0.042537748476090195,0.04151397713794327,0.0010237713381469268,0.017533861847383814,0.008691616232473316,0.04961961143450555,0.009309824120109087,0.012272615978553456,0.023748463885922628,0.029241361159389814,helps_but_weaker_than_step
softsign_lr_time_hl4096_epslr_1e-04,sujianlin_softsign,interp_roll501_shrink1_clip0.15,wsd,last_2048_sampled,2048,0.033818500438614396,0.033058288006031715,0.0007602124325826812,2.2479188098909937,0.042537748476090195,0.04151397713794327,0.0010237713381469268,0.017533861847383814,0.008691616232473316,0.04961961143450555,0.009309824120109087,0.012272615978553456,0.023748463885922628,0.029241361159389814,helps_but_weaker_than_step
softsign_lr_time_hl4096_epslr_1e-05,sujianlin_softsign,interp_roll501_shrink1_clip0.15,wsd,last_2048_sampled,2048,0.033818500438614396,0.033058288006031715,0.0007602124325826812,2.2479188098909937,0.042537748476090195,0.04151397713794327,0.0010237713381469268,0.017533861847383814,0.008691616232473316,0.04961961143450555,0.009309824120109087,0.012272615978553456,0.023748463885922628,0.029241361159389814,helps_but_weaker_than_step
softsign_lr_time_hl512_epslr_1e-03,sujianlin_softsign,interp_roll501_shrink1_clip0.15,wsd,last_2048_sampled,2048,0.033818500438614396,0.033058288006031715,0.0007602124325826812,2.2479188098909937,0.042537748476090195,0.04151397713794327,0.0010237713381469268,0.017533861847383814,0.008691616232473316,0.04961961143450555,0.009309824120109087,0.012272615978553456,0.023748463885922628,0.029241361159389814,helps_but_weaker_than_step
softsign_lr_time_hl64_epslr_1e-03,sujianlin_softsign,interp_roll501_shrink1_clip0.15,wsd,last_2048_sampled,2048,0.033818500438614396,0.033058288006031715,0.0007602124325826812,2.2479188098909937,0.042537748476090195,0.04151397713794327,0.0010237713381469268,0.017533861847383814,0.008691616232473316,0.04961961143450555,0.009309824120109087,0.012272615978553456,0.023748463885922628,0.029241361159389814,helps_but_weaker_than_step
sqrt_cum_lr2,sujianlin_noise,interp_roll501_shrink1_clip0.15,wsd,last_2048_sampled,2048,0.033818500438614396,0.033058288006031715,0.0007602124325826812,2.2479188098909937,0.042537748476090195,0.04151397713794327,0.0010237713381469268,0.017533861847383814,0.008691616232473316,0.04961961143450555,0.009309824120109087,0.012272615978553456,0.023748463885922628,0.029241361159389814,helps_but_weaker_than_step
softsign_lr_time_hl512_epslr_1e-04,sujianlin_softsign,interp_roll501_shrink0.75_clip0.15,wsd,last_2048_sampled,2048,0.033818500438614396,0.033221026780244106,0.00059747365837029,1.7667065382002773,0.042537748476090195,0.04173625925040379,0.0008014892256864026,0.006984677103952008,0.009690443147373782,0.04863231707295812,0.009309824120109087,0.012272615978553456,0.02391120266013502,0.02946364327185034,helps_but_weaker_than_step
softsign_lr_time_hl512_epslr_1e-05,sujianlin_softsign,interp_roll501_shrink0.5_clip0.15,wsd,last_2048_sampled,2048,0.033818500438614396,0.03326638257202959,0.0005521178665848087,1.6325912131644766,0.042537748476090195,0.04182522577438702,0.0007125227017031749,0.002746670010781549,0.010274040269760972,0.04764465544245189,0.009309824120109087,0.012272615978553456,0.0239565584519205,0.029552609795833566,helps_but_weaker_than_step
effective_update_hl512_epslr2_0,sujianlin_update_rms,interp_roll501_shrink0.5_clip0.15,wsd,last_2048_sampled,2048,0.033818500438614396,0.03326986577260756,0.0005486346660068392,1.6222915235484572,0.042537748476090195,0.0418214015219462,0.0007163469541439926,0.0029290276218816302,0.010158034481567248,0.04764465544245189,0.009309824120109087,0.012272615978553456,0.02396004165249847,0.02954878554339275,helps_but_weaker_than_step
softsign_lr_time_hl512_epslr_0,sujianlin_softsign,interp_roll501_shrink0.5_clip0.15,wsd,last_2048_sampled,2048,0.033818500438614396,0.03326986577260756,0.0005486346660068392,1.6222915235484572,0.042537748476090195,0.0418214015219462,0.0007163469541439926,0.0029290276218816302,0.010158034481567248,0.04764465544245189,0.009309824120109087,0.012272615978553456,0.02396004165249847,0.02954878554339275,helps_but_weaker_than_step
effective_update_hl512_epslr2_1e-12,sujianlin_update_rms,interp_roll501_shrink0.5_clip0.15,wsd,last_2048_sampled,2048,0.033818500438614396,0.0332698738122561,0.0005486266263582951,1.6222677506181384,0.042537748476090195,0.041821416205172116,0.0007163322709180797,0.0029283274913083357,0.010158097621235039,0.04764465544245189,0.009309824120109087,0.012272615978553456,0.023960049692147014,0.02954880022661866,helps_but_weaker_than_step
effective_update_hl512_epslr2_1e-10,sujianlin_update_rms,interp_roll501_shrink0.5_clip0.15,wsd,last_2048_sampled,2048,0.033818500438614396,0.033270056015561655,0.0005484444230527408,1.6217289824788326,0.042537748476090195,0.04181864760645141,0.0007191008696387849,0.0030603364108754416,0.010161995985534713,0.04764465544245189,0.009309824120109087,0.012272615978553456,0.023960231895452568,0.029546031627897956,helps_but_weaker_than_step
effective_update_hl64_epslr2_1e-08,sujianlin_update_rms,interp_roll501_shrink0.5_clip0.15,wsd,last_2048_sampled,2048,0.033818500438614396,0.033292730056391155,0.000525770382223241,1.5546827192340842,0.042537748476090195,0.041855742799001026,0.0006820056770891689,0.0012908831561044831,0.010391585161256111,0.04764465544245189,0.009309824120109087,0.012272615978553456,0.023982905936282068,0.029583126820447572,helps_but_weaker_than_step
effective_update_hl512_epslr2_1e-08,sujianlin_update_rms,interp_roll501_shrink0.5_clip0.15,wsd,last_2048_sampled,2048,0.033818500438614396,0.03329912029061012,0.0005193801480042753,1.5357870433877678,0.042537748476090195,0.04184204149610784,0.0006957069799823565,0.0019446226699594282,0.01043422366665804,0.04764465544245189,0.009309824120109087,0.012272615978553456,0.023989296170501034,0.029569425517554385,helps_but_weaker_than_step
softsign_lr_time_hl64_epslr_1e-05,sujianlin_softsign,interp_roll501_shrink0.5_clip0.15,wsd,last_2048_sampled,2048,0.033818500438614396,0.033334591159557156,0.00048390927905724024,1.4309010535094762,0.042537748476090195,0.04190389104919026,0.0006338574268999336,-0.0010081444486083058,0.010302524726061376,0.04764465544245189,0.009309824120109087,0.012272615978553456,0.02402476703944807,0.029631275070636807,helps_but_weaker_than_step
effective_update_hl64_epslr2_1e-10,sujianlin_update_rms,interp_roll501_shrink0.5_clip0.15,wsd,last_2048_sampled,2048,0.033818500438614396,0.03337668221037209,0.0004418182282423036,1.3064394414656835,0.042537748476090195,0.04194793582708191,0.0005898126490082867,-0.0031135504690653626,0.010361864349879853,0.04764465544245189,0.009309824120109087,0.012272615978553456,0.024066858090263005,0.029675319848528454,helps_but_weaker_than_step
effective_update_hl64_epslr2_0,sujianlin_update_rms,interp_roll501_shrink0.5_clip0.15,wsd,last_2048_sampled,2048,0.033818500438614396,0.033379895206027604,0.00043860523258679174,1.2969387373722423,0.042537748476090195,0.04195125093651742,0.0005864975395727737,-0.0032721071433554627,0.01036394206181212,0.04764465544245189,0.009309824120109087,0.012272615978553456,0.024070071085918517,0.029678634957963967,helps_but_weaker_than_step
softsign_lr_time_hl64_epslr_0,sujianlin_softsign,interp_roll501_shrink0.5_clip0.15,wsd,last_2048_sampled,2048,0.033818500438614396,0.033379895206027604,0.00043860523258679174,1.2969387373722423,0.042537748476090195,0.04195125093651742,0.0005864975395727737,-0.0032721071433554627,0.01036394206181212,0.04764465544245189,0.009309824120109087,0.012272615978553456,0.024070071085918517,0.029678634957963967,helps_but_weaker_than_step
effective_update_hl64_epslr2_1e-12,sujianlin_update_rms,interp_roll501_shrink0.5_clip0.15,wsd,last_2048_sampled,2048,0.033818500438614396,0.033379907538423056,0.0004385929001913397,1.2969022709550677,0.042537748476090195,0.04195126990051229,0.0005864785755779062,-0.0032730141986145878,0.010363933148418712,0.04764465544245189,0.009309824120109087,0.012272615978553456,0.02407008341831397,0.029678653921958835,helps_but_weaker_than_step
